ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
31321	Liªu L«i Hæ So¸i Phï	0;102;30206;1	1	2			1	30000;30996;31100		
31322	Liªu L«i Hæ So¸i Phï	0;102;30207;1	2	3			1	30000;30997;31101		
31323	Liªu L«i Hæ So¸i Phï	0;102;30208;1	2	4			1	30000;30998;31102		
31324	Liªu L«i Hæ So¸i Hæ Phï	0;102;30209;1	1	1			1	30000;30999;31103		
31325	Liªu L«i Hæ So¸i Hæ Phï	0;102;30210;1	1	2			1	30000;31000;31104		
31326	Liªu L«i Hæ So¸i Hæ Phï	0;102;30211;1	2	3			1	30000;31001;31105		
31327	Liªu L«i Hæ So¸i Hæ Phï	0;102;30212;1	2	4			1	30000;31002;31106		
31328	Liªu L«i Hæ So¸i Kú	0;102;30213;1	1	1			1	30000;31003;31107		
31329	Liªu L«i Hæ So¸i Kú	0;102;30214;1	1	2			1	30000;31004;31108		
31330	Liªu L«i Hæ So¸i Kú	0;102;30215;1	2	3			1	30000;31005;31109		
31331	Liªu L«i Hæ So¸i Kú	0;102;30216;1	2	4			1	30000;31006;31110		
31332	Liªu L«i Hæ So¸i HiÖu Kú	0;102;30217;1	1	1			1	30000;31007;31111		
31333	Liªu L«i Hæ So¸i HiÖu Kú	0;102;30218;1	1	2			1	30000;31008;31112		
31334	Liªu L«i Hæ So¸i HiÖu Kú	0;102;30219;1	2	3			1	30000;31009;31113		
31335	Liªu L«i Hæ So¸i HiÖu Kú	0;102;30220;1	2	4			1	30000;31010;31114		
31336	MËt TÞch Tiªu Dao	0;112;224;1					1	31119		
31337	L¨ng Ba Vi Bé	0;112;78;1					1	31120		
31338	MËt TÞch Tiªu Dao Tµn QuyÓn	0;112;225;1					1	31121		
31339	Kim Cang B¸t Nh· Ch©n QuyÓn 	0;107;204;1						31122		
31340	TiÒm Long Tóc DiÖt Ch©n QuyÓn	0;107;205;1						31122		
31341	V« TrÇn Bå §Ò Ch©n QuyÓn	0;107;206;1						31122		
31342	Thiªn La Liªn Ch©u Ch©n QuyÓn	0;107;207;1						31122		
31343	Nh­ ý Kim §Ønh Ch©n QuyÓn	0;107;208;1						31122		
31344	BÝch H¶i TuyÖt ¢m Ch©n QuyÓn	0;107;209;1						31122		
31345	Hçn §én TrÊn Nh¹c Ch©n QuyÓn	0;107;210;1						31122		
31346	Quú Thiªn Du Long Ch©n QuyÓn	0;107;211;1						31122		
31347	HuyÒn ¶nh Mª T«ng Ch©n QuyÓn	0;107;212;1						31122		
31348	Qu©n Tö §íi Phong Ch©n QuyÓn	0;107;213;1						31122		
31349	TrÊn Qu©n Phi Long Th­¬ng Ch©n QuyÓn	0;107;214;1						31122		
31350	Xuyªn V©n L¹c Hång Ch©n QuyÓn	0;107;215;1						31122		
31351	HuyÒn Minh Phong Ma Ch©n QuyÓn	0;107;216;1						31122		
31352	Linh Cæ HuyÒn Tµ Ch©n QuyÓn	0;107;217;1						31122		
31353	Cöu Thiªn Phong L«i Ch©n QuyÓn	0;107;218;1						31122		
31354	Hång TrÇn Tóy Méng Ch©n QuyÓn	0;107;222;1						31122		
31355	Phong Hoa Thiªn DiÖp Ch©n QuyÓn	0;107;223;1						31122		
31356	H-LiÖt Nham-Lv4	0;148;53;1						31123		
31357	H-Ph¸ Kh«ng-Lv4	0;148;54;1						31123		
31358	H-Tóy KiÕm-Lv4	0;148;55;1						31123		
31359	H-TËt Phong-Lv4	0;148;56;1						31123		
31360	H-TÊn Vò-Lv4	0;148;57;1						31123		
31361	H-¦ng TËp-Lv4	0;148;58;1						31123		
31362	H-Linh T©m-Lv4	0;148;59;1						31123		
31363	H-ThÇn Lùc-Lv4	0;148;60;1						31123		
31364	H-Ng­ng ThÇn-Lv4	0;148;61;1						31123		
31365	H-V« Gian-Lv4	0;148;62;1						31123		
31366	H-V« Cùc-Lv4	0;148;63;1						31123		
31367	H-Cuång NhÉn-Lv4	0;148;64;1						31123		
31368	H-L¨ng NhuÖ-Lv4	0;148;65;1						31123		
31369	H-Linh Viªn-Lv4	0;148;66;1						31123		
31370	H-H¶i VËn-Lv4	0;148;67;1						31123		
31371	H-H¶i T©m-Lv4	0;148;68;1						31123		
31372	C-LiÖt Nham-Lv4	0;149;53;1						31123		
31373	C-Ph¸ Kh«ng-Lv4	0;149;54;1						31123		
31374	C-Tóy KiÕm-Lv4	0;149;55;1						31123		
31375	C-TËt Phong-Lv4	0;149;56;1						31123		
31376	C-TÊn Vò-Lv4	0;149;57;1						31123		
31377	C-Qu¸n Th¹ch-Lv4	0;149;58;1						31123		
31378	C-Né Ng©m-Lv4	0;149;59;1						31123		
31379	C-Xuyªn V©n-Lv4	0;149;60;1						31123		
31380	C-ThÇn Lùc-Lv4	0;149;61;1						31123		
31381	C-Ng­ng ThÇn-Lv4	0;149;62;1						31123		
31382	C-V« Gian-Lv4	0;149;63;1						31123		
31383	C-V« Cùc-Lv4	0;149;64;1						31123		
31384	C-Cuång NhÉn-Lv4	0;149;65;1						31123		
31385	C-L¨ng NhuÖ-Lv4	0;149;66;1						31123		
31386	C-Linh Viªn-Lv4	0;149;67;1						31123		
31387	C-H¶i VËn-Lv4	0;149;68;1						31123		
31388	C-H¶i T©m-Lv4	0;149;69;1						31123		
31389	T-LiÖt Nham-Lv4	0;150;53;1						31123		
31390	T-Ph¸ Kh«ng-Lv4	0;150;54;1						31123		
31391	T-Tóy KiÕm-Lv4	0;150;55;1						31123		
31392	T-TËt Phong-Lv4	0;150;56;1						31123		
31393	T-TÊn Vò-Lv4	0;150;57;1						31123		
31394	T-V« L­îng-Lv4	0;150;58;1						31123		
31395	T-Môc Minh-Lv4	0;150;59;1						31123		
31396	T-ThÇn Lùc-Lv4	0;150;60;1						31123		
31397	T-Ng­ng ThÇn-Lv4	0;150;61;1						31123		
31398	T-V« Gian-Lv4	0;150;62;1						31123		
31399	T-V« Cùc-Lv4	0;150;63;1						31123		
31400	T-Cuång NhÉn-Lv4	0;150;64;1						31123		
31401	T-L¨ng NhuÖ-Lv4	0;150;65;1						31123		
31402	T-Linh Viªn-Lv4	0;150;66;1						31123		
31403	T-H¶i VËn-Lv4	0;150;67;1						31123		
31404	T-H¶i T©m-Lv4	0;150;68;1						31123		
31405	H-LiÖt Nham-Lv5	0;148;69;1						31124		
31406	H-Ph¸ Kh«ng-Lv5	0;148;70;1						31124		
31407	H-Tóy KiÕm-Lv5	0;148;71;1						31124		
31408	H-TËt Phong-Lv5	0;148;72;1						31124		
31409	H-TÊn Vò-Lv5	0;148;73;1						31124		
31410	H-¦ng TËp-Lv5	0;148;74;1						31124		
31411	H-Linh T©m-Lv5	0;148;75;1						31124		
31412	H-ThÇn Lùc-Lv5	0;148;76;1						31124		
31413	H-Ng­ng ThÇn-Lv5	0;148;77;1						31124		
31414	H-V« Gian-Lv5	0;148;78;1						31124		
31415	H-V« Cùc-Lv5	0;148;79;1						31124		
31416	H-Cuång NhÉn-Lv5	0;148;80;1						31124		
31417	H-L¨ng NhuÖ-Lv5	0;148;81;1						31124		
31418	H-Linh Viªn-Lv5	0;148;82;1						31124		
31419	H-H¶i VËn-Lv5	0;148;83;1						31124		
31420	H-H¶i T©m-Lv5	0;148;84;1						31124		
31421	C-LiÖt Nham-Lv5	0;149;70;1						31124		
31422	C-Ph¸ Kh«ng-Lv5	0;149;71;1						31124		
31423	C-Tóy KiÕm-Lv5	0;149;72;1						31124		
31424	C-TËt Phong-Lv5	0;149;73;1						31124		
31425	C-TÊn Vò-Lv5	0;149;74;1						31124		
31426	C-Qu¸n Th¹ch-Lv5	0;149;75;1						31124		
31427	C-Né Ng©m-Lv5	0;149;76;1						31124		
31428	C-Xuyªn V©n-Lv5	0;149;77;1						31124		
31429	C-ThÇn Lùc-Lv5	0;149;78;1						31124		
31430	C-Ng­ng ThÇn-Lv5	0;149;79;1						31124		
31431	C-V« Gian-Lv5	0;149;80;1						31124		
31432	C-V« Cùc-Lv5	0;149;81;1						31124		
31433	C-Cuång NhÉn-Lv5	0;149;82;1						31124		
31434	C-L¨ng NhuÖ-Lv5	0;149;83;1						31124		
31435	C-Linh Viªn-Lv5	0;149;84;1						31124		
31436	C-H¶i VËn-Lv5	0;149;85;1						31124		
31437	C-H¶i T©m-Lv5	0;149;86;1						31124		
31438	T-LiÖt Nham-Lv5	0;150;69;1						31124		
31439	T-Ph¸ Kh«ng-Lv5	0;150;70;1						31124		
31440	T-Tóy KiÕm-Lv5	0;150;71;1						31124		
31441	T-TËt Phong-Lv5	0;150;72;1						31124		
31442	T-TÊn Vò-Lv5	0;150;73;1						31124		
31443	T-V« L­îng-Lv5	0;150;74;1						31124		
31444	T-Môc Minh-Lv5	0;150;75;1						31124		
31445	T-ThÇn Lùc-Lv5	0;150;76;1						31124		
31446	T-Ng­ng ThÇn-Lv5	0;150;77;1						31124		
31447	T-V« Gian-Lv5	0;150;78;1						31124		
31448	T-V« Cùc-Lv5	0;150;79;1						31124		
31449	T-Cuång NhÉn-Lv5	0;150;80;1						31124		
31450	T-L¨ng NhuÖ-Lv5	0;150;81;1						31124		
31451	T-Linh Viªn-Lv5	0;150;82;1						31124		
31452	T-H¶i VËn-Lv5	0;150;83;1						31124		
31453	T-H¶i T©m-Lv5	0;150;84;1						31124		
31454	H-LiÖt Nham-Lv6	0;148;85;1						31125		
31455	H-Ph¸ Kh«ng-Lv6	0;148;86;1						31125		
31456	H-Tóy KiÕm-Lv6	0;148;87;1						31125		
31457	H-TËt Phong-Lv6	0;148;88;1						31125		
31458	H-TÊn Vò-Lv6	0;148;89;1						31125		
31459	H-¦ng TËp-Lv6	0;148;90;1						31125		
31460	H-Linh T©m-Lv6	0;148;91;1						31125		
31461	H-ThÇn Lùc-Lv6	0;148;92;1						31125		
31462	H-Ng­ng ThÇn-Lv6	0;148;93;1						31125		
31463	H-V« Gian-Lv6	0;148;94;1						31125		
31464	H-V« Cùc-Lv6	0;148;95;1						31125		
31465	H-Cuång NhÉn-Lv6	0;148;96;1						31125		
31466	H-L¨ng NhuÖ-Lv6	0;148;97;1						31125		
31467	H-Linh Viªn-Lv6	0;148;98;1						31125		
31468	H-H¶i VËn-Lv6	0;148;99;1						31125		
31469	H-H¶i T©m-Lv6	0;148;100;1						31125		
31470	C-LiÖt Nham-Lv6	0;149;87;1						31125		
31471	C-Ph¸ Kh«ng-Lv6	0;149;88;1						31125		
31472	C-Tóy KiÕm-Lv6	0;149;89;1						31125		
31473	C-TËt Phong-Lv6	0;149;90;1						31125		
31474	C-TÊn Vò-Lv6	0;149;91;1						31125		
31475	C-Qu¸n Th¹ch-Lv6	0;149;92;1						31125		
31476	C-Né Ng©m-Lv6	0;149;93;1						31125		
31477	C-Xuyªn V©n-Lv6	0;149;94;1						31125		
31478	C-ThÇn Lùc-Lv6	0;149;95;1						31125		
31479	C-Ng­ng ThÇn-Lv6	0;149;96;1						31125		
31480	C-V« Gian-Lv6	0;149;97;1						31125		
31481	C-V« Cùc-Lv6	0;149;98;1						31125		
31482	C-Cuång NhÉn-Lv6	0;149;99;1						31125		
31483	C-L¨ng NhuÖ-Lv6	0;149;100;1						31125		
31484	C-Linh Viªn-Lv6	0;149;101;1						31125		
31485	C-H¶i VËn-Lv6	0;149;102;1						31125		
31486	C-H¶i T©m-Lv6	0;149;103;1						31125		
31487	T-LiÖt Nham-Lv6	0;150;85;1						31125		
31488	T-Ph¸ Kh«ng-Lv6	0;150;86;1						31125		
31489	T-Tóy KiÕm-Lv6	0;150;87;1						31125		
31490	T-TËt Phong-Lv6	0;150;88;1						31125		
31491	T-TÊn Vò-Lv6	0;150;89;1						31125		
31492	T-V« L­îng-Lv6	0;150;90;1						31125		
31493	T-Môc Minh-Lv6	0;150;91;1						31125		
31494	T-ThÇn Lùc-Lv6	0;150;92;1						31125		
31495	T-Ng­ng ThÇn-Lv6	0;150;93;1						31125		
31496	T-V« Gian-Lv6	0;150;94;1						31125		
31497	T-V« Cùc-Lv6	0;150;95;1						31125		
31498	T-Cuång NhÉn-Lv6	0;150;96;1						31125		
31499	T-L¨ng NhuÖ-Lv6	0;150;97;1						31125		
31500	T-Linh Viªn-Lv6	0;150;98;1						31125		
31501	T-H¶i VËn-Lv6	0;150;99;1						31125		
31502	T-H¶i T©m-Lv6	0;150;100;1						31125		
31503	HuyÒn Viªm C­¬ng	2;1;30675;1						31126		
31504	Viªm Linh Bè	2;1;30676;1						31127		
31505	Ma Lang Gi¸p	2;1;30677;1						31128		
31506	§Þa Long Gi¸p	2;1;30678;1						31129		
31507	Tiªn ¢m Ngäc	2;1;30679;1						31130		
31508	Linh §å T¶ §µ Giíi ChØ	0;102;30221;1						31136		
31509	Linh §å H÷u §µ Giíi ChØ	0;102;30222;1						31136		
31510	Hµo HiÖp Lùc L­îng Giíi	0;102;30223;1					1	31135		
31511	Hµo HiÖp Néi C«ng Giíi	0;102;30224;1					1	31135		
31512	Hµo HiÖp C¨n Cèt Giíi	0;102;30225;1					1	31135		
31513	Hµo HiÖp Th©n Ph¸p Giíi	0;102;30226;1					1	31135		
31514	Hµo HiÖp §ång S¸t Giíi	0;102;30227;1					1	31135		
31515	Hµo HiÖp §Çu	0;103;30247;1	1	1	2		1	31132		
31516	Hµo HiÖp §Çu	0;103;30248;1	1	2	2		1	31132		
31517	Hµo HiÖp §Çu	0;103;30249;1	1	1	3		1	31132		
31518	Hµo HiÖp §Çu	0;103;30250;1	1	2	3		1	31132		
31519	Hµo HiÖp §Çu	0;103;30251;1	1	1	4		1	31132		
31520	Hµo HiÖp §Çu	0;103;30252;1	1	2	4		1	31132		
31521	Hµo HiÖp §Çu	0;103;30253;1	1	1	6		1	31132		
31522	Hµo HiÖp §Çu	0;103;30254;1	1	2	6		1	31132		
31523	Hµo HiÖp §Çu	0;103;30255;1	2	3	6		1	31132		
31524	Hµo HiÖp §Çu	0;103;30256;1	2	4	6		1	31132		
31525	Hµo HiÖp §Çu	0;103;30257;1	2	3	8		1	31132		
31526	Hµo HiÖp §Çu	0;103;30258;1	2	4	8		1	31132		
31527	Hµo HiÖp §Çu	0;103;30259;1	2	3	9		1	31132		
31528	Hµo HiÖp §Çu	0;103;30260;1	2	4	9		1	31132		
31529	Hµo HiÖp §Çu	0;103;30261;1	1	1	11		1	31132		
31530	Hµo HiÖp §Çu	0;103;30262;1	1	2	11		1	31132		
31531	Hµo HiÖp §Çu	0;103;30263;1	2	3	11		1	31132		
31532	Hµo HiÖp §Çu	0;103;30264;1	2	4	11		1	31132		
31533	Hµo HiÖp §Çu	0;103;30265;1	1	1	12		1	31132		
31534	Hµo HiÖp §Çu	0;103;30266;1	1	2	12		1	31132		
31535	Hµo HiÖp §Çu	0;103;30267;1	2	3	12		1	31132		
31536	Hµo HiÖp §Çu	0;103;30268;1	2	4	12		1	31132		
31537	Hµo HiÖp §Çu	0;103;30269;1	1	1	14		1	31132		
31538	Hµo HiÖp §Çu	0;103;30270;1	1	2	14		1	31132		
31539	Hµo HiÖp §Çu	0;103;30271;1	2	3	14		1	31132		
31540	Hµo HiÖp §Çu	0;103;30272;1	2	4	14		1	31132		
31541	Hµo HiÖp §Çu	0;103;30273;1	1	1	15		1	31132		
31542	Hµo HiÖp §Çu	0;103;30274;1	1	2	15		1	31132		
31543	Hµo HiÖp §Çu	0;103;30275;1	2	3	15		1	31132		
31544	Hµo HiÖp §Çu	0;103;30276;1	2	4	15		1	31132		
31545	Hµo HiÖp §Çu	0;103;30277;1	1	1	17		1	31132		
31546	Hµo HiÖp §Çu	0;103;30278;1	1	2	17		1	31132		
31547	Hµo HiÖp §Çu	0;103;30279;1	2	3	17		1	31132		
31548	Hµo HiÖp §Çu	0;103;30280;1	2	4	17		1	31132		
31549	Hµo HiÖp §Çu	0;103;30281;1	1	1	18		1	31132		
31550	Hµo HiÖp §Çu	0;103;30282;1	1	2	18		1	31132		
31551	Hµo HiÖp §Çu	0;103;30283;1	2	3	18		1	31132		
31552	Hµo HiÖp §Çu	0;103;30284;1	2	4	18		1	31132		
31553	Hµo HiÖp §Çu	0;103;30285;1	1	1	20		1	31132		
31554	Hµo HiÖp §Çu	0;103;30286;1	1	2	20		1	31132		
31555	Hµo HiÖp §Çu	0;103;30287;1	2	3	20		1	31132		
31556	Hµo HiÖp §Çu	0;103;30288;1	2	4	20		1	31132		
31557	Hµo HiÖp §Çu	0;103;30289;1	1	1	21		1	31132		
31558	Hµo HiÖp §Çu	0;103;30290;1	1	2	21		1	31132		
31559	Hµo HiÖp §Çu	0;103;30291;1	2	3	21		1	31132		
31560	Hµo HiÖp §Çu	0;103;30292;1	2	4	21		1	31132		
31561	Hµo HiÖp §Çu	0;103;30293;1	1	1	23		1	31132		
31562	Hµo HiÖp §Çu	0;103;30294;1	1	2	23		1	31132		
31563	Hµo HiÖp §Çu	0;103;30307;1	2	3	29		1	31132		
31564	Hµo HiÖp §Çu	0;103;30308;1	2	4	29		1	31132		
31565	Hµo HiÖp §Çu	0;103;30309;1	2	3	30		1	31132		
31566	Hµo HiÖp §Çu	0;103;30310;1	2	4	30		1	31133		
31567	Hµo HiÖp y	0;100;30247;1	1	1	2		1	31133		
31568	Hµo HiÖp y	0;100;30248;1	1	2	2		1	31133		
31569	Hµo HiÖp y	0;100;30249;1	1	1	3		1	31133		
31570	Hµo HiÖp y	0;100;30250;1	1	2	3		1	31133		
31571	Hµo HiÖp y	0;100;30251;1	1	1	4		1	31133		
31572	Hµo HiÖp y	0;100;30252;1	1	2	4		1	31133		
31573	Hµo HiÖp y	0;100;30253;1	1	1	6		1	31133		
31574	Hµo HiÖp y	0;100;30254;1	1	2	6		1	31133		
31575	Hµo HiÖp y	0;100;30255;1	2	3	6		1	31133		
31576	Hµo HiÖp y	0;100;30256;1	2	4	6		1	31133		
31577	Hµo HiÖp y	0;100;30257;1	2	3	8		1	31133		
31578	Hµo HiÖp y	0;100;30258;1	2	4	8		1	31133		
31579	Hµo HiÖp y	0;100;30259;1	2	3	9		1	31133		
31580	Hµo HiÖp y	0;100;30260;1	2	4	9		1	31133		
31581	Hµo HiÖp y	0;100;30261;1	1	1	11		1	31133		
31582	Hµo HiÖp y	0;100;30262;1	1	2	11		1	31133		
31583	Hµo HiÖp y	0;100;30263;1	2	3	11		1	31133		
31584	Hµo HiÖp y	0;100;30264;1	2	4	11		1	31133		
31585	Hµo HiÖp y	0;100;30265;1	1	1	12		1	31133		
31586	Hµo HiÖp y	0;100;30266;1	1	2	12		1	31133		
31587	Hµo HiÖp y	0;100;30267;1	2	3	12		1	31133		
31588	Hµo HiÖp y	0;100;30268;1	2	4	12		1	31133		
31589	Hµo HiÖp y	0;100;30269;1	1	1	14		1	31133		
31590	Hµo HiÖp y	0;100;30270;1	1	2	14		1	31133		
31591	Hµo HiÖp y	0;100;30271;1	2	3	14		1	31133		
31592	Hµo HiÖp y	0;100;30272;1	2	4	14		1	31133		
31593	Hµo HiÖp y	0;100;30273;1	1	1	15		1	31133		
31594	Hµo HiÖp y	0;100;30274;1	1	2	15		1	31133		
31595	Hµo HiÖp y	0;100;30275;1	2	3	15		1	31133		
31596	Hµo HiÖp y	0;100;30276;1	2	4	15		1	31133		
31597	Hµo HiÖp y	0;100;30277;1	1	1	17		1	31133		
31598	Hµo HiÖp y	0;100;30278;1	1	2	17		1	31133		
31599	Hµo HiÖp y	0;100;30279;1	2	3	17		1	31133		
31600	Hµo HiÖp y	0;100;30280;1	2	4	17		1	31133		
31601	Hµo HiÖp y	0;100;30281;1	1	1	18		1	31133		
31602	Hµo HiÖp y	0;100;30282;1	1	2	18		1	31133		
31603	Hµo HiÖp y	0;100;30283;1	2	3	18		1	31133		
31604	Hµo HiÖp y	0;100;30284;1	2	4	18		1	31133		
31605	Hµo HiÖp y	0;100;30285;1	1	1	20		1	31133		
31606	Hµo HiÖp y	0;100;30286;1	1	2	20		1	31133		
31607	Hµo HiÖp y	0;100;30287;1	2	3	20		1	31133		
31608	Hµo HiÖp y	0;100;30288;1	2	4	20		1	31133		
31609	Hµo HiÖp y	0;100;30289;1	1	1	21		1	31133		
31610	Hµo HiÖp y	0;100;30290;1	1	2	21		1	31133		
31611	Hµo HiÖp y	0;100;30291;1	2	3	21		1	31133		
31612	Hµo HiÖp y	0;100;30292;1	2	4	21		1	31133		
31613	Hµo HiÖp y	0;100;30293;1	1	1	23		1	31133		
31614	Hµo HiÖp y	0;100;30294;1	1	2	23		1	31133		
31615	Hµo HiÖp y	0;100;30307;1	2	3	29		1	31133		
31616	Hµo HiÖp y	0;100;30308;1	2	4	29		1	31133		
31617	Hµo HiÖp y	0;100;30309;1	2	3	30		1	31133		
31618	Hµo HiÖp y	0;100;30310;1	2	4	30		1	31133		
31619	Hµo HiÖp Trang	0;101;30247;1	1	1	2		1	31134		
31620	Hµo HiÖp Trang	0;101;30248;1	1	2	2		1	31134		
31621	Hµo HiÖp Trang	0;101;30249;1	1	1	3		1	31134		
31622	Hµo HiÖp Trang	0;101;30250;1	1	2	3		1	31134		
31623	Hµo HiÖp Trang	0;101;30251;1	1	1	4		1	31134		
31624	Hµo HiÖp Trang	0;101;30252;1	1	2	4		1	31134		
31625	Hµo HiÖp Trang	0;101;30253;1	1	1	6		1	31134		
31626	Hµo HiÖp Trang	0;101;30254;1	1	2	6		1	31134		
31627	Hµo HiÖp Trang	0;101;30255;1	2	3	6		1	31134		
31628	Hµo HiÖp Trang	0;101;30256;1	2	4	6		1	31134		
31629	Hµo HiÖp Trang	0;101;30257;1	2	3	8		1	31134		
31630	Hµo HiÖp Trang	0;101;30258;1	2	4	8		1	31134		
31631	Hµo HiÖp Trang	0;101;30259;1	2	3	9		1	31134		
31632	Hµo HiÖp Trang	0;101;30260;1	2	4	9		1	31134		
31633	Hµo HiÖp Trang	0;101;30261;1	1	1	11		1	31134		
31634	Hµo HiÖp Trang	0;101;30262;1	1	2	11		1	31134		
31635	Hµo HiÖp Trang	0;101;30263;1	2	3	11		1	31134		
31636	Hµo HiÖp Trang	0;101;30264;1	2	4	11		1	31134		
31637	Hµo HiÖp Trang	0;101;30265;1	1	1	12		1	31134		
31638	Hµo HiÖp Trang	0;101;30266;1	1	2	12		1	31134		
31639	Hµo HiÖp Trang	0;101;30267;1	2	3	12		1	31134		
31640	Hµo HiÖp Trang	0;101;30268;1	2	4	12		1	31134		
31641	Hµo HiÖp Trang	0;101;30269;1	1	1	14		1	31134		
31642	Hµo HiÖp Trang	0;101;30270;1	1	2	14		1	31134		
31643	Hµo HiÖp Trang	0;101;30271;1	2	3	14		1	31134		
31644	Hµo HiÖp Trang	0;101;30272;1	2	4	14		1	31134		
31645	Hµo HiÖp Trang	0;101;30273;1	1	1	15		1	31134		
31646	Hµo HiÖp Trang	0;101;30274;1	1	2	15		1	31134		
31647	Hµo HiÖp Trang	0;101;30275;1	2	3	15		1	31134		
31648	Hµo HiÖp Trang	0;101;30276;1	2	4	15		1	31134		
31649	Hµo HiÖp Trang	0;101;30277;1	1	1	17		1	31134		
31650	Hµo HiÖp Trang	0;101;30278;1	1	2	17		1	31134		
31651	Hµo HiÖp Trang	0;101;30279;1	2	3	17		1	31134		
31652	Hµo HiÖp Trang	0;101;30280;1	2	4	17		1	31134		
31653	Hµo HiÖp Trang	0;101;30281;1	1	1	18		1	31134		
31654	Hµo HiÖp Trang	0;101;30282;1	1	2	18		1	31134		
31655	Hµo HiÖp Trang	0;101;30283;1	2	3	18		1	31134		
31656	Hµo HiÖp Trang	0;101;30284;1	2	4	18		1	31134		
31657	Hµo HiÖp Trang	0;101;30285;1	1	1	20		1	31134		
31658	Hµo HiÖp Trang	0;101;30286;1	1	2	20		1	31134		
31659	Hµo HiÖp Trang	0;101;30287;1	2	3	20		1	31134		
31660	Hµo HiÖp Trang	0;101;30288;1	2	4	20		1	31134		
31661	Hµo HiÖp Trang	0;101;30289;1	1	1	21		1	31134		
31662	Hµo HiÖp Trang	0;101;30290;1	1	2	21		1	31134		
31663	Hµo HiÖp Trang	0;101;30291;1	2	3	21		1	31134		
31664	Hµo HiÖp Trang	0;101;30292;1	2	4	21		1	31134		
31665	Hµo HiÖp Trang	0;101;30293;1	1	1	23		1	31134		
31666	Hµo HiÖp Trang	0;101;30294;1	1	2	23		1	31134		
31667	Hµo HiÖp Trang	0;101;30307;1	2	3	29		1	31134		
31668	Hµo HiÖp Trang	0;101;30308;1	2	4	29		1	31134		
31669	Hµo HiÖp Trang	0;101;30309;1	2	3	30		1	31134		
31670	Hµo HiÖp Trang	0;101;30310;1	2	4	30		1	31134		
31671	Hµo HiÖp §ao	0;3;30224;1	1	1	2		1	31131		
31672	Hµo HiÖp §ao	0;3;30225;1	1	2	2		1	31131		
31673	Hµo HiÖp Tr­îng	0;8;30226;1	1	1	3		1	31131		
31674	Hµo HiÖp Tr­îng	0;8;30227;1	1	2	3		1	31131		
31675	Hµo HiÖp Thñ	0;0;30228;1	1	1	4		1	31131		
31676	Hµo HiÖp Thñ	0;0;30229;1	1	2	4		1	31131		
31677	Hµo HiÖp Ch©m	0;1;30230;1	1	1	6		1	31131		
31678	Hµo HiÖp Ch©m	0;1;30231;1	1	2	6		1	31131		
31679	Hµo HiÖp Ch©m	0;1;30232;1	2	3	6		1	31131		
31680	Hµo HiÖp Ch©m	0;1;30233;1	2	4	6		1	31131		
31681	Hµo HiÖp KiÕm	0;2;30234;1	2	3	8		1	31131		
31682	Hµo HiÖp KiÕm	0;2;30235;1	2	4	8		1	31131		
31683	Hµo HiÖp CÇm	0;10;30236;1	2	3	9		1	31131		
31684	Hµo HiÖp CÇm	0;10;30237;1	2	4	9		1	31131		
31685	Hµo HiÖp Thñ	0;0;30238;1	1	1	11		1	31131		
31686	Hµo HiÖp Thñ	0;0;30239;1	1	2	11		1	31131		
31687	Hµo HiÖp Thñ	0;0;30240;1	2	3	11		1	31131		
31688	Hµo HiÖp Thñ	0;0;30241;1	2	4	11		1	31131		
31689	Hµo HiÖp C«n	0;5;30242;1	1	1	12		1	31131		
31690	Hµo HiÖp C«n	0;5;30243;1	1	2	12		1	31131		
31691	Hµo HiÖp C«n	0;5;30244;1	2	3	12		1	31131		
31692	Hµo HiÖp C«n	0;5;30245;1	2	4	12		1	31131		
31693	Hµo HiÖp KiÕm	0;2;30246;1	1	1	14		1	31131		
31694	Hµo HiÖp KiÕm	0;2;30247;1	1	2	14		1	31131		
31695	Hµo HiÖp KiÕm	0;2;30248;1	2	3	14		1	31131		
31696	Hµo HiÖp KiÕm	0;2;30249;1	2	4	14		1	31131		
31697	Hµo HiÖp Bót	0;9;30250;1	1	1	15		1	31131		
31698	Hµo HiÖp Bót	0;9;30251;1	1	2	15		1	31131		
31699	Hµo HiÖp Bót	0;9;30252;1	2	3	15		1	31131		
31700	Hµo HiÖp Bót	0;9;30253;1	2	4	15		1	31131		
31701	Hµo HiÖp Th­¬ng	0;6;30254;1	1	1	17		1	31131		
31702	Hµo HiÖp Th­¬ng	0;6;30255;1	1	2	17		1	31131		
31703	Hµo HiÖp Th­¬ng	0;6;30256;1	2	3	17		1	31131		
31704	Hµo HiÖp Th­¬ng	0;6;30257;1	2	4	17		1	31131		
31705	Hµo HiÖp Cung	0;4;30258;1	1	1	18		1	31131		
31706	Hµo HiÖp Cung	0;4;30259;1	1	2	18		1	31131		
31707	Hµo HiÖp Cung	0;4;30260;1	2	3	18		1	31131		
31708	Hµo HiÖp Cung	0;4;30261;1	2	4	18		1	31131		
31709	Hµo HiÖp §ao	0;7;30262;1	1	1	20		1	31131		
31710	Hµo HiÖp §ao	0;7;30263;1	1	2	20		1	31131		
31711	Hµo HiÖp §ao	0;7;30264;1	2	3	20		1	31131		
31712	Hµo HiÖp §ao	0;7;30265;1	2	4	20		1	31131		
