Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u 2	L­u 3
Phèi th¹ch cÊp 6 (néi c«ng ¸o)	2	21	2545	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 26 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (néi c«ng ¸o)	2	21	2546	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 30 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (néi c«ng h¹ y)	2	21	2547	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 6 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (néi c«ng h¹ y)	2	21	2548	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 10 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (néi c«ng h¹ y)	2	21	2549	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 14 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (néi c«ng h¹ y)	2	21	2550	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 18 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (néi c«ng h¹ y)	2	21	2551	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 22 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (néi c«ng h¹ y)	2	21	2552	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 26 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (néi c«ng h¹ y)	2	21	2553	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, néi c«ng t¨ng 30 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (Phèi ho¹t vò khİ)	2	21	2554	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 6 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (Phèi ho¹t vò khİ)	2	21	2555	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 10 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (Phèi ho¹t vò khİ)	2	21	2556	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 14 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (Phèi ho¹t vò khİ)	2	21	2557	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 18 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (Phèi ho¹t vò khİ)	2	21	2558	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 22 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (Phèi ho¹t vò khİ)	2	21	2559	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 26 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (Phèi ho¹t vò khİ)	2	21	2560	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 30 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (Phèi ho¹t nãn)	2	21	2561	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 6 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (Phèi ho¹t nãn)	2	21	2562	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 10 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (Phèi ho¹t nãn)	2	21	2563	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 14 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (Phèi ho¹t nãn)	2	21	2564	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 18 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (Phèi ho¹t nãn)	2	21	2565	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 22 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (Phèi ho¹t nãn)	2	21	2566	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 26 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (Phèi ho¹t nãn)	2	21	2567	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 30 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (Phèi ho¹t ¸o)	2	21	2568	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 6 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (Phèi ho¹t ¸o)	2	21	2569	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 10 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (Phèi ho¹t ¸o)	2	21	2570	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 14 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (Phèi ho¹t ¸o)	2	21	2571	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 18 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (Phèi ho¹t ¸o)	2	21	2572	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 22 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (Phèi ho¹t ¸o)	2	21	2573	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 26 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (Phèi ho¹t ¸o)	2	21	2574	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 30 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (Phèi ho¹t h¹ y)	2	21	2575	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 6 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (Phèi ho¹t h¹ y)	2	21	2576	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 10 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (Phèi ho¹t h¹ y)	2	21	2577	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 14 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (Phèi ho¹t h¹ y)	2	21	2578	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 18 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (Phèi ho¹t h¹ y)	2	21	2579	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 22 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (Phèi ho¹t h¹ y)	2	21	2580	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 26 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (Phèi ho¹t h¹ y)	2	21	2581	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, linh ho¹t t¨ng 30 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (th©n ph¸p vò khİ)	2	21	2582	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 6 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (th©n ph¸p vò khİ)	2	21	2583	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 10 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (th©n ph¸p vò khİ)	2	21	2584	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 14 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (th©n ph¸p vò khİ)	2	21	2585	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 18 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (th©n ph¸p vò khİ)	2	21	2586	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 22 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (th©n ph¸p vò khİ)	2	21	2587	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 26 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (th©n ph¸p vò khİ)	2	21	2588	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 30 ®iÓm (Vò khİ), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (th©n ph¸p nãn)	2	21	2589	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 6 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (th©n ph¸p nãn)	2	21	2590	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 10 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (th©n ph¸p nãn)	2	21	2591	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 14 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (th©n ph¸p nãn)	2	21	2592	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 18 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (th©n ph¸p nãn)	2	21	2593	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 22 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (th©n ph¸p nãn)	2	21	2594	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 26 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (th©n ph¸p nãn)	2	21	2595	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 30 ®iÓm (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (th©n ph¸p ¸o)	2	21	2596	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 6 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (th©n ph¸p ¸o)	2	21	2597	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 10 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (th©n ph¸p ¸o)	2	21	2598	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 14 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (th©n ph¸p ¸o)	2	21	2599	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 18 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (th©n ph¸p ¸o)	2	21	2600	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 22 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (th©n ph¸p ¸o)	2	21	2601	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 26 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (th©n ph¸p ¸o)	2	21	2602	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 30 ®iÓm (Y phôc), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (th©n ph¸p h¹ y)	2	21	2603	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 6 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 2 (th©n ph¸p h¹ y)	2	21	2604	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 10 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 3 (th©n ph¸p h¹ y)	2	21	2605	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 14 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 4 (th©n ph¸p h¹ y)	2	21	2606	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 18 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 5 (th©n ph¸p h¹ y)	2	21	2607	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 22 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 6 (th©n ph¸p h¹ y)	2	21	2608	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 26 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 7 (th©n ph¸p h¹ y)	2	21	2609	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, th©n ph¸p t¨ng 30 ®iÓm (H¹ y), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
Phèi th¹ch cÊp 1 (kh¸ng ®éc vò khİ)	2	21	2610	1	0	1												\image\item\other\µÍ¼¶Åä·½a1.spr	\image\item\other\µÍ¼¶Åä·½a0.spr	Ghi chĞp linh th¹ch quı hiÕm, kh¸ng ®éc 7 (Nãn), ®iÓm thuéc tİnh cã thay ®æi		ThÇn bİ	\script\item\lingshipeifang.lua	1	0	0		
