Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Hång M«ng Ch©n Nh©n - HuyÒn Thiªn B¶o Giíi	0	102	23146	10	10000	0	100						23142	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn quı Hång M«ng Ch©n Nh©n ®eo khi gi¸ng yªu b¾t ma chøa tö khİ v« biªn, khiÕn yªu ma khiÕp sî, tªn lµ HuyÒn Thiªn.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	23	0					
Hiªn Viªn ChiÕn	0	102	8829	10	10000	0	100						88016	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ kh«ng cßn sî sÖt ®iÒu g× n÷a, m¹nh mÏ v« song.		Bè phÈm		8	0	1	23	0					
Hiªn Viªn §Êu	0	102	8830	10	10000	0	100						88016	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ cã søc chiÕn ®Êu dåi dµo, kh«ng ai b× kŞp.		Bè phÈm		8	0	1	23	0					
Tö Viªn ChiÕn	0	102	8879	10	10000	0	100						88066	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	23	0					
Tö Viªn §Êu	0	102	8880	10	10000	0	100						88066	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	23	0					
T©m Vò Ngäc Béi	0	102	29111	5	2000	0	50						29111	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Ngäc béi ®Ö tö cÊp cao Thóy Yªn Vò Tiªn dïng khi nh¶y móa, lÊp l¸nh tùa sao trêi.		§· khãa		6	2	1	29	0					
T©m Vò Ngäc Béi	0	102	29112	5	2000	0	50						29112	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	Ngäc béi ®Ö tö cÊp cao Thóy Yªn Vò Tiªn dïng khi nh¶y móa, lÊp l¸nh tùa sao trêi.		§· khãa		6	2	1	29	0					
Thu NguyÖt Sø-Tö Tinh Béi	0	102	29121	10	10000	0	100						29121	70	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Béi Thóy Yªn Vò Tiªn §Ö Tö dïng khi ca móa vµo ®ªm tr¨ng, rÊt ®Ñp.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	29	0					
Thu NguyÖt Sø-Tö Tinh Béi	0	102	29122	10	10000	0	100						29122	70	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Béi Thóy Yªn Vò Tiªn §Ö Tö dïng khi ca móa vµo ®ªm tr¨ng, rÊt ®Ñp.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	29	0					
Thu NguyÖt Sø-Hång Ngäc Giíi	0	102	29125	10	10000	0	100						29121	78	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn quı Thóy Yªn Vò Tiªn §Ö Tö dïng khi ca móa vµo ®ªm tr¨ng, lung linh s¾c mµu.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	2	1	29	0					
Thu NguyÖt Sø-Hång Ngäc Giíi	0	102	29126	10	10000	0	100						29122	78	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn quı Thóy Yªn Vò Tiªn §Ö Tö dïng khi ca móa vµo ®ªm tr¨ng, lung linh s¾c mµu.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	2	1	29	0					
Cöu Thiªn Th¸i Ph­îng - Háa Vò Béi	0	102	29131	10	10000	0	100						29131	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, ®©y lµ ngäc béi ®eo khi móa.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	29	0					
Cöu Thiªn Th¸i Ph­îng - Háa Vò Béi	0	102	29132	10	10000	0	100						29132	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, ®©y lµ ngäc béi ®eo khi móa.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	29	0					
Cöu Thiªn Th¸i Ph­îng - B¨ng T©m Giíi	0	102	29135	10	10000	0	100						29131	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, ®©y lµ nhÉn ngäc ®eo khi móa.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	29	0					
Cöu Thiªn Th¸i Ph­îng - B¨ng T©m Giíi	0	102	29136	10	10000	0	100						29132	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, ®©y lµ nhÉn ngäc ®eo khi móa.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ - ThÊm T©m Thóy Giíi	0	102	29141	10	10000	0	100						29141	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, nhÉn phØ thóy ®ang ®eo lµ vËt rÊt quı gi¸, tªn lµ TÈm T©m.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ - ThÊm T©m Thóy Giíi	0	102	29142	10	10000	0	100						29142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, nhÉn phØ thóy ®ang ®eo lµ vËt rÊt quı gi¸, tªn lµ TÈm T©m.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ - Nh­ ı B¶o Giíi	0	102	29145	10	10000	0	100						29141	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, nhÉn ngäc ®ang ®eo lµ vËt rÊt quı gi¸, tªn lµ Nh­ T©m.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ - Nh­ ı B¶o Giíi	0	102	29146	10	10000	0	100						29142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, nhÉn ngäc ®ang ®eo lµ vËt rÊt quı gi¸, tªn lµ Nh­ T©m.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
Hiªn Viªn ChiÕn	0	102	8837	10	10000	0	100						88020	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ kh«ng cßn sî sÖt ®iÒu g× n÷a, m¹nh mÏ v« song.		Bè phÈm		8	0	1	29	0					
Hiªn Viªn §Êu	0	102	8838	10	10000	0	100						88020	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ cã søc chiÕn ®Êu dåi dµo, kh«ng ai b× kŞp.		Bè phÈm		8	0	1	29	0					
Tö Viªn ChiÕn	0	102	8887	10	10000	0	100						88070	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	29	0					
Tö Viªn §Êu	0	102	8888	10	10000	0	100						88070	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	29	0					
Th¸m Ngäc B¶o Giíi	0	102	30147	5	21	0	50						30111	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	NhÉn quı ®Ö tö cÊp cao Thóy Yªn Linh N÷ dïng, v« cïng quı gi¸.		§· khãa		6	2	1	30	0					
Th¸m Ngäc B¶o Giíi	0	102	30148	5	21	0	50						30112	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_016a1.spr	\image\item\ring\ring_016a0.spr	NhÉn quı ®Ö tö cÊp cao Thóy Yªn Linh N÷ dïng, v« cïng quı gi¸.		§· khãa		6	2	1	30	0					
Nghªnh H­¬ng Sø-B¸ch Hîp H­¬ng Nang	0	102	30121	10	10000	0	100						30121	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Tói th¬m Nghªnh H­¬ng Sø sö dông cã chøa B¸ch Hîp th¬m thoang tho¶ng.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	30	0					
Nghªnh H­¬ng Sø-B¸ch Hîp H­¬ng Nang	0	102	30122	10	10000	0	100						30122	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Tói th¬m Nghªnh H­¬ng Sø sö dông cã chøa B¸ch Hîp th¬m thoang tho¶ng.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	0	1	30	0					
Nghªnh H­¬ng Sø-§µo Hoa Toµn Giíi	0	102	30125	10	10000	0	100						30121	78	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn kim c­¬ng Nghªnh H­¬ng Sø ®eo, cã h×nh hoa ®µo kÕt hîp víi kim c­¬ng mµi tinh x¶o.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	2	1	30	0					
Nghªnh H­¬ng Sø-§µo Hoa Toµn Giíi	0	102	30126	10	10000	0	100						30122	78	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn kim c­¬ng Nghªnh H­¬ng Sø ®eo, cã h×nh hoa ®µo kÕt hîp víi kim c­¬ng mµi tinh x¶o.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	8	2	1	30	0					
B¨ng T©m Ngäc N÷ - Linh X¶o Ngäc Giíi	0	102	30131	10	10000	0	100						30131	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	NhÉn ngäc do B¨ng T©m Ngäc N÷ chÕ t¹o rÊt tinh x¶o, tªn lµ Linh X¶o Ngäc Giíi.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	30	0					
B¨ng T©m Ngäc N÷ - Linh X¶o Ngäc Giíi	0	102	30132	10	10000	0	100						30132	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	NhÉn ngäc do B¨ng T©m Ngäc N÷ chÕ t¹o rÊt tinh x¶o, tªn lµ Linh X¶o Ngäc Giíi.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	30	0					
B¨ng T©m Ngäc N÷ - Thanh Linh Toµn Giíi	0	102	30135	10	10000	0	100						30131	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn kim c­¬ng B¨ng T©m Ngäc N÷ chÕ t¹o s¸ng lÊp l¸nh, tªn lµ Tinh Linh Toµn Giíi.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	30	0					
B¨ng T©m Ngäc N÷ - Thanh Linh Toµn Giíi	0	102	30136	10	10000	0	100						30132	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	NhÉn kim c­¬ng B¨ng T©m Ngäc N÷ chÕ t¹o s¸ng lÊp l¸nh, tªn lµ Tinh Linh Toµn Giíi.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	9	2	1	30	0					
Linh §éng T«n Gi¶ - TŞnh V©n Thóy Giíi	0	102	30141	10	10000	0	100						30141	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Vò Hån Linh §éng T«n Gi¶ d¸ng vÎ mÒm m¹i uyÓn chuyÓn, nhÉn phØ thóy ®ang ®eo nµy tªn lµ TŞnh V©n.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Linh §éng T«n Gi¶ - TŞnh V©n Thóy Giíi	0	102	30142	10	10000	0	100						30142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_019a1.spr	\image\item\ring\ring_019a0.spr	Vò Hån Linh §éng T«n Gi¶ d¸ng vÎ mÒm m¹i uyÓn chuyÓn, nhÉn phØ thóy ®ang ®eo nµy tªn lµ TŞnh V©n.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Linh §éng T«n Gi¶ - Thanh V©n Toµn Giíi	0	102	30145	10	10000	0	100						30141	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	Vò Hån Linh §éng T«n Gi¶ d¸ng vÎ mÒm m¹i uyÓn chuyÓn, nhÉn kim c­¬ng nµy tªn lµ Thanh V©n.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Linh §éng T«n Gi¶ - Thanh V©n Toµn Giíi	0	102	30146	10	10000	0	100						30142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_017a1.spr	\image\item\ring\ring_017a0.spr	Vò Hån Linh §éng T«n Gi¶ d¸ng vÎ mÒm m¹i uyÓn chuyÓn, nhÉn kim c­¬ng nµy tªn lµ Thanh V©n.		§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	30	0					
Hiªn Viªn ChiÕn	0	102	8839	10	10000	0	100						88021	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ kh«ng cßn sî sÖt ®iÒu g× n÷a, m¹nh mÏ v« song.		Bè phÈm		8	0	1	30	0					
Hiªn Viªn §Êu	0	102	8848	10	10000	0	100						88021	70			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	Lµ mét trong nh÷ng trang bŞ hÖ Hiªn Viªn, ®­îc rÌn ®óc l¹i tõ nh÷ng thø cßn sãt l¹i trong trËn chiÕn gi÷a hoµng ®Õ Hiªn Viªn vµ Xi V­u, ng­êi ®eo nã sÏ cã søc chiÕn ®Êu dåi dµo, kh«ng ai b× kŞp.		Bè phÈm		8	0	1	30	0					
Tö Viªn ChiÕn	0	102	8889	10	10000	0	100						88071	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	30	0					
Tö Viªn §Êu	0	102	8890	10	10000	0	100						88071	85			T©n thñ kh«ng thÓ dïng	\image\item\ring\ring_008a1.spr	\image\item\ring\ring_008a0.spr	M¶nh d­ cßn sãt khi chÕ t¹o trang bŞ Hiªn Viªn, ®em luyÖn víi m¸u cña Tö Quang ThÇn Thó sÏ ph¸t huy søc m¹nh kinh ng­êi.		Bè phÈm		9	2	1	30	0					
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30149	10	10000	0	100						31237	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì1_A1.spr	\image\item\ring\À×»¢ÁîÆì1_A0.spr	Kú dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30150	10	10000	0	100						31238	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì1_A1.spr	\image\item\ring\À×»¢ÁîÆì1_A0.spr	Kú dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30151	10	10000	0	100						31239	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì1_A1.spr	\image\item\ring\À×»¢ÁîÆì1_A0.spr	Kú dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ HiÖu Kú	0	102	30152	10	10000	0	100						31240	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì1_A1.spr	\image\item\ring\À×»¢ÁîÆì1_A0.spr	Kú dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ Phï	0	102	30153	10	10000	0	100						31237	77	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û1_A1.spr	\image\item\ring\À×»¢»¢·û1_A0.spr	Phï dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ Phï	0	102	30154	10	10000	0	100						31238	77	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û1_A1.spr	\image\item\ring\À×»¢»¢·û1_A0.spr	Phï dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ Phï	0	102	30155	10	10000	0	100						31239	77	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û1_A1.spr	\image\item\ring\À×»¢»¢·û1_A0.spr	Phï dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ Dòng SÜ Phï	0	102	30156	10	10000	0	100						31240	77	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢»¢·û1_A1.spr	\image\item\ring\À×»¢»¢·û1_A0.spr	Phï dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)		§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	1	1		0					
Tèng L«i Hæ T­íng Bµi	0	102	30157	10	10000	0	100						31241	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ2_A1.spr	\image\item\ring\À×»¢ÁîÅÆ2_A0.spr	LÖnh bµi t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Bµi	0	102	30158	10	10000	0	100						31242	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ2_A1.spr	\image\item\ring\À×»¢ÁîÅÆ2_A0.spr	LÖnh bµi t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Bµi	0	102	30159	10	10000	0	100						31243	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ2_A1.spr	\image\item\ring\À×»¢ÁîÅÆ2_A0.spr	LÖnh bµi t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Bµi	0	102	30160	10	10000	0	100						31244	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÅÆ2_A1.spr	\image\item\ring\À×»¢ÁîÅÆ2_A0.spr	LÖnh bµi t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Kú	0	102	30161	10	10000	0	100						31241	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì2_A1.spr	\image\item\ring\À×»¢ÁîÆì2_A0.spr	LÖnh kú t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Kú	0	102	30162	10	10000	0	100						31242	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\À×»¢ÁîÆì2_A1.spr	\image\item\ring\À×»¢ÁîÆì2_A0.spr	LÖnh kú t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
