Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
H¹o NguyÖt-C¶m Thiªn §Êu Hån Th­¬ng	0	6	8982	130	18000	0	300	0	135;405		1	95	624	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_17a1.spr	\image\item\weapon\wea_lv11_liupai_17a0.spr	Phong khëi v« nguyÖt chiÕn sa tr­êng, v¹n m· thiªn qu©n ®¹p b×nh xuyªn. 	ÑîÃÅÇ¹11	Th­¬ng		9	2	1	17	0					
H¹o NguyÖt-§Şnh Thiªn ThÇn NghÖ Cung	0	4	8983	130	18000	0	300	1	175;350		1	86	625	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_18a1.spr	\image\item\weapon\wea_lv11_liupai_18a0.spr	Phong khëi v« nguyÖt chiÕn sa tr­êng, v¹n m· thiªn qu©n ®¹p b×nh xuyªn. 	ÑîÃÅ¹­11	Cung		9	2	1	18	0					
H¹o NguyÖt-Quû Xóc Tµ ThÇn §ao	0	7	8984	215	18000	0	300	2	187;374	261;522	1	105	626	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_20a1.spr	\image\item\weapon\wea_lv11_liupai_20a0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	Îå¶¾µ¶11	Song ®ao		9	2	1	20	0					
H¹o NguyÖt-Vu Cèt §éc V­¬ng Tr¶o	0	11	8985	215	18000	0	300	2	187;374	224;448	1	105	627	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_21a1.spr	\image\item\weapon\wea_lv11_liupai_21a0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	Îå¶¾×¦11	Tr¶o		9	2	1	21	0					
H¹o NguyÖt-BÊt §éng Ch©n Tiªn KiÕm	0	2	8986	90	18000	0	300	0	165;330	291;582	1	86	628	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_23a1.spr	\image\item\weapon\wea_lv11_liupai_23a0.spr	C«n l«n th¸i nhÊt luyÖn ch©n tiªn, phong quyÓn l«i minh ®¹p tö v©n.	À¥ÂØ½£11	Tr­êng kiÕm		9	2	1	23	0					
H¹o NguyÖt-Nhôc HuyÕt Cuång ChiÕn §ao	0	3	8987	200	18000	0	300	0	252;505		1	100	629	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_25a1.spr	\image\item\weapon\wea_lv11_liupai_25a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ìµ¶11	§¬n ®ao		9	2	1	25	0					
H¹o NguyÖt-Cöu Thiªn Quû Phï Bót	0	9	8988	130	18000	0	300	0	172;345		1	110	630	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_26a1.spr	\image\item\weapon\wea_lv11_liupai_26a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ì±Ê11	Bót		9	2	1	26	0					
H¹o NguyÖt-Ma ¶nh ThÇn T«ng Tr¶o	0	11	8989	215	18000	0	300	2	187;374	224;448	1	105	631	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_27a1.spr	\image\item\weapon\wea_lv11_liupai_27a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ì×¦11	Tr¶o		9	2	1	27	0					
H¹o NguyÖt-Tª V©n Tiªn Tö PhiÕn	0	13	8990	140	18000	0	300	0	224;448	191;382	1	87	632	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_29a1.spr	\image\item\weapon\wea_lv11_liupai_29a0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	´äÑÌÉÈ11	Linh Chi		9	2	1	29	0					
H¹o NguyÖt-Phi H¹ Tiªn Tö ¦u Lan Tiªu	0	12	8991	130	18000	0	300	0	173;345	88;175	1	87	633	90			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_30a1.spr	\image\item\weapon\wea_lv11_liupai_30a0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	´äÑÌµÑ11	Tiªu		9	2	1	30	0					
DiÖu D­¬ng-§é N¹n T«n Gi¶ PhËt §ao	0	3	8992	200	18000	0	300	0	291;505		1	100	634	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_01a1.spr	\image\item\weapon\wea_lv11_liupai_01a0.spr	Bå ®Ò v« thô hãa thiÖn ¸c, minh c¶nh phi ®µi nh­îc trÇn ai.	ÉÙÁÖµ¶11	§¬n ®ao		10	1	1	2	0					
DiÖu D­¬ng-§é KiÕp T«n Gi¶ PhËt Thñ	0	0	8993	50	18000	0	300	0	299;522	260;448	1	90	635	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_03a1.spr	\image\item\weapon\wea_lv11_liupai_03a0.spr	Bå ®Ò v« thô hãa thiÖn ¸c, minh c¶nh phi ®µi nh­îc trÇn ai.	¿ÕÊÖ	Hé thñ		10	1	1	4	0					
DiÖu D­¬ng-§é ¸ch T«n Gi¶ PhËt Tr­îng	0	8	8994	100	18000	0	300	0	197;374	301;514	1	86	636	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_04a1.spr	\image\item\weapon\wea_lv11_liupai_04a0.spr	Bå ®Ò v« thô hãa thiÖn ¸c, minh c¶nh phi ®µi nh­îc trÇn ai.	ÉÙÁÖìø11	Tİch tr­îng		10	1	1	3	0					
DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Tr©m	0	1	8995	50	18000	0	300	0	185;305		1	80	637	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_06a1.spr	\image\item\weapon\wea_lv11_liupai_06a0.spr	§éc trung §­êng M«n ®a anh tµi, v¹n kiÕp th¸nh thñ tang lôc nghŞ.	°µÆ÷	¸m khİ		10	1	1	6	0					
DiÖu D­¬ng-PhËt V©n Th¸nh C« Liªn KiÕm	0	2	8996	90	18000	0	300	0	175;330	327;582	1	86	638	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_08a1.spr	\image\item\weapon\wea_lv11_liupai_08a0.spr	La phong thanh v©n yÓm tróc am, song kiÒu thanh ©m khëi liªn kú.	¶ëÃ¼½£11	Tr­êng kiÕm		10	1	1	8	0					
DiÖu D­¬ng-PhËt TrÇn Th¸nh C« CÇm	0	10	8997	140	18000	0	300	1	227;382	262;445	1	90	639	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_09a1.spr	\image\item\weapon\wea_lv11_liupai_09a0.spr	La phong thanh v©n yÓm tróc am, song kiÒu thanh ©m khëi liªn kú.	¶ëÃ¼ÇÙ11	CÇm		10	1	1	9	0					
DiÖu D­¬ng-Trôc Phông Thiªn C¸i Thñ	0	0	8998	50	18000	0	300	0	299;522	260;448	1	90	640	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_11a1.spr	\image\item\weapon\wea_lv11_liupai_11a0.spr	ThÇn c¸i trôc phông hû thiªn ®Şa, th¸nh khÊt du long tÈu tø ph­¬ng.	¿ÕÊÖ	Hé thñ		10	1	1	11	0					
DiÖu D­¬ng-Du Long §Şa KhÊt C«n	0	5	8999	200	18000	0	300	0	239;410		1	84	641	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_12a1.spr	\image\item\weapon\wea_lv11_liupai_12a0.spr	ThÇn c¸i trôc phông hû thiªn ®Şa, th¸nh khÊt du long tÈu tø ph­¬ng.	Ø¤°ï¹÷11	C«n		10	1	1	12	0					
DiÖu D­¬ng-V« Cùc Thiªn T«n Tóc KiÕm	0	2	9000	90	18000	0	300	0	175;330	327;582	1	86	642	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_14a1.spr	\image\item\weapon\wea_lv11_liupai_14a0.spr	Bİch hµ m·n kh«ng diÖu thÇn nghÜa, v« cùc hãa h­ x­ng th¸i cùc 	Îäµ±½£11	Tr­êng kiÕm		10	1	1	14	0					
DiÖu D­¬ng-Bİch L¹c Thiªn T«n Bót	0	9	9001	130	18000	0	300	0	207;345		1	110	643	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_15a1.spr	\image\item\weapon\wea_lv11_liupai_15a0.spr	Bİch hµ m·n kh«ng diÖu thÇn nghÜa, v« cùc hãa h­ x­ng th¸i cùc 	Îäµ±±Ê11	Bót		10	1	1	15	0					
DiÖu D­¬ng-C¶m Thiªn §Êu Hån Th­¬ng	0	6	9002	130	18000	0	300	0	173;405		1	95	644	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_17a1.spr	\image\item\weapon\wea_lv11_liupai_17a0.spr	Phong khëi v« nguyÖt chiÕn sa tr­êng, v¹n m· thiªn qu©n ®¹p b×nh xuyªn. 	ÑîÃÅÇ¹11	Th­¬ng		10	1	1	17	0					
DiÖu D­¬ng-§Şnh Thiªn ThÇn NghÖ Cung	0	4	9003	130	18000	0	300	1	215;350		1	86	645	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_18a1.spr	\image\item\weapon\wea_lv11_liupai_18a0.spr	Phong khëi v« nguyÖt chiÕn sa tr­êng, v¹n m· thiªn qu©n ®¹p b×nh xuyªn. 	ÑîÃÅ¹­11	Cung		10	1	1	18	0					
DiÖu D­¬ng-Quû Xóc Tµ ThÇn §ao	0	7	9004	215	18000	0	300	2	221;374	299;522	1	105	646	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_20a1.spr	\image\item\weapon\wea_lv11_liupai_20a0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	Îå¶¾µ¶11	Song ®ao		10	1	1	20	0					
DiÖu D­¬ng-Vu Cèt §éc V­¬ng Tr¶o	0	11	9005	215	18000	0	300	2	221;374	250;448	1	105	647	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_21a1.spr	\image\item\weapon\wea_lv11_liupai_21a0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	Îå¶¾×¦11	Tr¶o		10	1	1	21	0					
DiÖu D­¬ng-BÊt §éng Ch©n Tiªn KiÕm	0	2	9006	90	18000	0	300	0	175;330	327;582	1	86	648	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_23a1.spr	\image\item\weapon\wea_lv11_liupai_23a0.spr	C«n l«n th¸i nhÊt luyÖn ch©n tiªn, phong quyÓn l«i minh ®¹p tö v©n.	À¥ÂØ½£11	Tr­êng kiÕm		10	1	1	23	0					
DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn §ao	0	3	9007	200	18000	0	300	0	291;505		1	100	649	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_25a1.spr	\image\item\weapon\wea_lv11_liupai_25a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ìµ¶11	§¬n ®ao		10	1	1	25	0					
DiÖu D­¬ng-Cöu Thiªn Quû Phï Bót	0	9	9008	130	18000	0	300	0	207;345		1	110	650	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_26a1.spr	\image\item\weapon\wea_lv11_liupai_26a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ì±Ê11	Bót		10	1	1	26	0					
DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Tr¶o	0	11	9009	215	18000	0	300	2	221;374	250;448	1	105	651	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_27a1.spr	\image\item\weapon\wea_lv11_liupai_27a0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	Ã÷½Ì×¦11	Tr¶o		10	1	1	27	0					
DiÖu D­¬ng-Tª V©n Tiªn Tö PhiÕn	0	13	9010	140	18000	0	300	0	224;475	191;406	1	87	652	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_29a1.spr	\image\item\weapon\wea_lv11_liupai_29a0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	´äÑÌÉÈ11	Linh Chi		10	1	1	29	0					
DiÖu D­¬ng-Phi H¹ Tiªn Tö ¦u Lan Tiªu	0	12	9011	130	18000	0	300	0	173;375	88;196	1	87	653	70			T©n thñ kh«ng thÓ dïng	\image\item\weapon\wea_lv11_liupai_30a1.spr	\image\item\weapon\wea_lv11_liupai_30a0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	´äÑÌµÑ11	Tiªu		10	1	1	30	0					
L«i Minh KiÕm	0	2	8866	50	25000	0	300	0	160;320	283;566	1	86	88066	90				\image\item\weapon\wea_swd_024a1.spr	\image\item\weapon\wea_swd_024a0.spr	B¾t ch­íc chÕ t¹o Hiªn Viªn vò khİ, thªm linh khİ Tö quang thÇn thó, cã thÓ ®em so s¸nh víi vËt thËt	³¤½£7b	Tr­êng kiÕm		9	2	1	23	0					
B¹ch Vò	0	13	1	30	1	0	70	0	18;33	13;27	1	87		1			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_001a1.spr	\image\item\weapon\Wea_lingzhi_001a0.spr	Lµm b»ng l«ng vò tr¾ng, vËt tïy th©n cña c¸c vò n­¬ng.	ÁéÖ¦2a	Linh Chi		2	0	0	29	0					
Nh¹n Vò	0	13	2	40	7	0	95	0	27;54	21;43	1	87		16			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_002a1.spr	\image\item\weapon\Wea_lingzhi_002a0.spr	Lµm b»ng l«ng chim nh¹n, vËt dông cÇm khi nh¶y móa	ÁéÖ¦2b	Linh Chi		2	0	0	29	0					
Bİch Ngäc	0	13	3	50	9	0	120	0	39;77	31;63	1	87		22			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_006a1.spr	\image\item\weapon\Wea_lingzhi_006a0.spr	Lµm b»ng ngäc bİch h¶o h¹ng, s¸ng bãng, mµu xanh biÕc, khi cÇm m¸t l¹nh, cã thÓ tËp trung tinh thÇn.	ÁéÖ¦6b	Linh Chi		3	0	0	29	0					
Hoa hång	0	13	4	60	12	0	140	0	51;107	43;87	1	87		28			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_003a1.spr	\image\item\weapon\Wea_lingzhi_003a0.spr	Mét cµnh hoa hång t­¬i, khi móa cµi lªn tãc hoÆc cÇm trªn tay	ÁéÖ¦3b	Linh Chi		3	0	0	29	0					
§µo Chi	0	13	5	70	16	0	155	0	70;139	57;113	1	87		34			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_004a1.spr	\image\item\weapon\Wea_lingzhi_004a0.spr	Mét cµnh ®µo ®­îc tuyÓn chän, khi móa ¸nh lªn mµu hång rùc rì	ÁéÖ¦4a	Linh Chi		4	0	0	29	0					
T­íc Vò	0	13	6	80	24	0	170	0	87;173	71;143	1	87		40			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_005a1.spr	\image\item\weapon\Wea_lingzhi_005a0.spr	Lµm b»ng l«ng khæng t­íc, khi móa sÆc sì v« cïng	ÁéÖ¦5a	Linh Chi		4	0	0	29	0					
Ng©n L¨ng	0	13	7	90	35	0	190	0	104;211	87;175	1	87		46			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_009a1.spr	\image\item\weapon\Wea_lingzhi_009a0.spr	Cµnh mÉu ®¬n b»ng b¹c, nhá xinh s¾c s¶o, nh­ hoa në sau m­a, v« cïng sèng ®éng	ÁéÖ¦5b	Linh Chi		5	0	0	29	0					
Kim Méng	0	13	8	100	53	0	200	0	125;252	105;209	1	87		52			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_010a1.spr	\image\item\weapon\Wea_lingzhi_010a0.spr	Hoa sen b»ng vµng, do thî khĞo chÕ t¹o, v« cïng gi¸ trŞ	ÁéÖ¦6a	Linh Chi		5	0	0	29	0					
Tiªu Hån	0	13	9	110	75	0	210	0	147;294	123;247	1	87		58			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_014a1.spr	\image\item\weapon\Wea_lingzhi_014a0.spr	VËt hiÕm thÊy trong nh©n gian, kh«ng râ chÊt liÖu, ®¸ quı ph¸t ¸nh lam, khiÕn ng­êi bÊt tØnh	ÁéÖ¦3a	Linh Chi		6	0	0	29	0					
TuyÕt Hån	0	13	10	120	101	0	230	0	168;336	143;287	1	87		64			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_011a1.spr	\image\item\weapon\Wea_lingzhi_011a0.spr	Lµm tõ hµn ngäc ngµn n¨m trªn TuyÕt S¬n, d¸ng tùa tuyÕt liªn, v« cïng quı gi¸	ÁéÖ¦7a	Linh Chi		6	0	0	29	0					
§iÖp Thóy	0	13	11	130	4573	0	250	0	195;390	167;333	1	87		70			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_007a1.spr	\image\item\weapon\Wea_lingzhi_007a0.spr	Nh­ ı lµm b»ng ngäc tinh chän, vËt dông cña c¸c vò n­¬ng cung ®×nh	ÁéÖ¦8b	Linh Chi		7	0	0	29	0					
Ngäc Doanh	0	13	12	140	6001	0	290	0	204;408	175;350	1	87		76			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_008a1.spr	\image\item\weapon\Wea_lingzhi_008a0.spr	PhØ thóy b¹ch ngäc, tr¾ng nh­ tuyÕt, l¹nh nh­ s­¬ng ®ªm	ÁéÖ¦8a	Linh Chi		8	0	0	29	0					
Di T©m	0	13	13	140	9000	0	290	0	213;427	183;366	1	87		86			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_012a1.spr	\image\item\weapon\Wea_lingzhi_012a0.spr	Qu¹t lµm tõ lôa t¬ vµng vµ gç Tö §µn, h­¬ng ®­a ¸nh l­în, lµ b¶o vËt tuyÖt thÕ	ÁéÖ¦9a	Linh Chi		9	0	0	29	0					
Hoan Linh	0	13	14	140	9000	0	290	0	224;448	191;382	1	87		96			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_013a1.spr	\image\item\weapon\Wea_lingzhi_013a0.spr	Qu¹t lµm tõ lôa t¬ t»m hiÕm cã vµ ®İnh ngäc tİm quı gi¸, t­¬ng truyÒn lµ vËt tiªn n÷ th­êng dïng	ÁéÖ¦10b	Linh Chi		10	0	0	29	0					
§¹p V©n PhiÕn	0	13	29101	30	2	0	200	0	87;173	71;143	1	87	29101	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_005a1.spr	\image\item\weapon\Wea_lingzhi_005a0.spr	Qu¹t ®Ö tö cÊp thÊp Thóy Yªn Vò Tiªn dïng khi nh¶y móa, nhÑ nhµng linh ho¹t.	ÁéÖ¦5a	§· khãa		4	2	1	29	0					
§¹p V©n PhiÕn	0	13	29102	30	2	0	200	0	87;173	71;143	1	87	29102	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_005a1.spr	\image\item\weapon\Wea_lingzhi_005a0.spr	Qu¹t ®Ö tö cÊp thÊp Thóy Yªn Vò Tiªn dïng khi nh¶y móa, nhÑ nhµng linh ho¹t.	ÁéÖ¦5a	§· khãa		4	2	1	29	0					
T©m Vò Hoa Chi	0	13	29111	40	5000	0	250	0	168;336	143;287	1	87	29111	50	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_011a1.spr	\image\item\weapon\Wea_lingzhi_011a0.spr	Cµnh hoa ®Ö tö cÊp cao Thóy Yªn Vò Tiªn dïng khi nh¶y móa, xinh x¾n, ng¸t h­¬ng.	ÁéÖ¦7a	§· khãa		6	2	1	29	0					
T©m Vò Hoa Chi	0	13	29112	40	5000	0	250	0	168;336	143;287	1	87	29112	50	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_011a1.spr	\image\item\weapon\Wea_lingzhi_011a0.spr	Cµnh hoa ®Ö tö cÊp cao Thóy Yªn Vò Tiªn dïng khi nh¶y móa, xinh x¾n, ng¸t h­¬ng.	ÁéÖ¦7a	§· khãa		6	2	1	29	0					
Thu NguyÖt Sø-§µo Hoa Chi	0	13	29121	50	15000	0	300	0	204;408	175;350	1	87	29121	76	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_004a1.spr	\image\item\weapon\Wea_lingzhi_004a0.spr	Cµnh ®µo Thóy Yªn Vò Tiªn §Ö Tö dïng khi móa d­íi tr¨ng, h­¬ng th¬m ph¶ng phÊt mª hoÆc.	ÁéÖ¦4a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	0	1	29	0					
Thu NguyÖt Sø-§µo Hoa Chi	0	13	29122	50	15000	0	300	0	204;408	175;350	1	87	29122	76	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_004a1.spr	\image\item\weapon\Wea_lingzhi_004a0.spr	Cµnh ®µo Thóy Yªn Vò Tiªn §Ö Tö dïng khi móa d­íi tr¨ng, h­¬ng th¬m ph¶ng phÊt mª hoÆc.	ÁéÖ¦4a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi3.lua	7	0	1	29	0					
Cöu Thiªn Th¸i Ph­îng - Ph­îng Hoµng Vò	0	13	29131	50	18000	0	300	0	213;427	183;366	1	87	29131	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_012a1.spr	\image\item\weapon\Wea_lingzhi_012a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, khi móa tay cÇm Ph­îng Hoµng Vò.	ÁéÖ¦9a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	8	2	1	29	0					
Cöu Thiªn Th¸i Ph­îng - Ph­îng Hoµng Vò	0	13	29132	50	18000	0	300	0	213;427	183;366	1	87	29132	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_012a1.spr	\image\item\weapon\Wea_lingzhi_012a0.spr	§Ö tö Thóy Yªn khi nghiªn cøu kü n¨ng khëi vò, ngé ®­îc Cöu Thiªn Th¸i Phông Vò cña bøc häa trªn t­êng, khi móa tay cÇm Ph­îng Hoµng Vò.	ÁéÖ¦9a	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi5.lua	8	2	1	29	0					
B¸ch Hoa T«n Gi¶ B¨ng T©m Vò PhiÕn	0	13	29141	50	50000	0	300	0	224;448	191;382	1	87	29141	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_013a1.spr	\image\item\weapon\Wea_lingzhi_013a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, vò phiÕn ®ang dïng tªn lµ B¨ng T©m.	ÁéÖ¦10b	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
B¸ch Hoa T«n Gi¶ B¨ng T©m Vò PhiÕn	0	13	29142	50	50000	0	300	0	224;448	191;382	1	87	29142	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\weapon\Wea_lingzhi_013a1.spr	\image\item\weapon\Wea_lingzhi_013a0.spr	Khi B¸ch Hoa T«n Gi¶ hiÖn th©n mu«n hoa ®ua r¬i, lµm nhiÒu ng­êi mª hoÆc, vò phiÕn ®ang dïng tªn lµ B¨ng T©m.	ÁéÖ¦10b	§· khãa	\script\online\shimenrenwu\item\shengwangxianzhi6.lua	9	2	1	29	0					
Hiªn Viªn L¨ng Tiªu PhiÕn	0	13	8820	50	25000	0	290	0	213;427	183;366	1	87	88020	70				\image\item\weapon\Wea_lingzhi_012a1.spr	\image\item\weapon\Wea_lingzhi_012a0.spr	HËu nh©n dïng ChiÕn ı vµ M¶nh ThÇn Binh cßn l¹i cña hoµng ®Õ Hiªn Viªn ®óc l¹i thµnh 1 thÇn binh Hiªn Viªn, tªn lµ L¨ng Tiªu.	ÁéÖ¦9a	Linh Chi		9	2	1	29	0					
Tö Quang-L¨ng Tiªu PhiÕn	0	13	8870	50	25000	0	290	0	213;427	183;366	1	87	88070	90				\image\item\weapon\Wea_lingzhi_012a1.spr	\image\item\weapon\Wea_lingzhi_012a0.spr	B¾t ch­íc chÕ t¹o Hiªn Viªn vò khİ, thªm linh khİ Tö quang thÇn thó, cã thÓ ®em so s¸nh víi vËt thËt	ÁéÖ¦9a	Linh Chi		9	2	1	29	0					
B¹ch Vò	0	13	10014	30	1	0	70	0	18;33	13;27	1	87		1			Dïng cho ®Ö tö Thóy Yªn Vò Tiªn	\image\item\weapon\Wea_lingzhi_001a1.spr	\image\item\weapon\Wea_lingzhi_001a0.spr	Lµm b»ng l«ng vò tr¾ng, vËt tïy th©n cña c¸c vò n­¬ng.	ÁéÖ¦2a	Linh Chi		2	0	0	29	0					
§o¶n Tiªu 	0	12	10013	20	1	0	70	0	15;27	7;13	1	87		1			Dïng cho Thóy Yªn Linh N÷	\image\item\weapon\Wea_di_001a1.spr	\image\item\weapon\Wea_di_001a0.spr	Lo¹i tiªu th­êng, kh¸ ng¾n, dïng cho ng­êi míi nhËp m«n	µÑ2a	Tiªu		2	0	0	30	0					
