Tªn	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	SÕp chång nhiÒu nhÊt	Håi phôc thuéc tİnh1	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (1)	Håi phôc thuéc tİnh2	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (2)	Håi phôc thuéc tİnh3	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (3)	Håi phôc thuéc tİnh4	TrŞ sè phôc håi thuéc tİnh mçi n÷a gi©y (4)	Thêi gian duy tr× hiÖu lùc (Sè ch½n)	L­u ( Ch÷ sè)	L­u ( Ch÷ sè)	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	L­u (chuçi kı tù)	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã thÓ giao dŞch hay kh«ng ( 0 cã thÓ giao dŞch, cã thÓ b¸n; 1 kh«ng thÓ giao dŞch kh«ng thÓ b¸n; 2 cã thÓ b¸n, kh«ng thÓ giao dŞch; 3 kh«ng thÓ b¸n, cã thÓ giao dŞch; 4 cã thÓ b¸n, sau khi mang vµo sÏ bŞ khãa)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	B¶o l­u 1	B¶o l­u 2	B¶o l­u 3	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Ma §ao Th¹ch cÊp 1	2	1	30428	0	0	100												\image\item\other\Ä¥µ¶Ê¯1_A1.spr	\image\item\other\Ä¥µ¶Ê¯1_A0.spr	Cã thÓ ®iÒu chØnh søc c«ng kİch cña vò khİ c­êng hãa cÊp 0-5		ThÇn bİ	\script\item\item_knife_stone.lua	1	0	1							
Ma §¹o Th¹ch cÊp 2	2	1	30429	0	0	100												\image\item\other\Ä¥µ¶Ê¯2_A1.spr	\image\item\other\Ä¥µ¶Ê¯2_A0.spr	Cã thÓ ®iÒu chØnh søc c«ng kİch cña vò khİ c­êng hãa cÊp 6-10		ThÇn bİ	\script\item\item_knife_stone.lua	1	0	1							
Ma §ao Th¹ch cÊp 3	2	1	30430	0	0	100												\image\item\other\Ä¥µ¶Ê¯3_A1.spr	\image\item\other\Ä¥µ¶Ê¯3_A0.spr	Cã thÓ ®iÒu chØnh søc c«ng kİch cña vò khİ c­êng hãa cÊp 11-15		ThÇn bİ	\script\item\item_knife_stone.lua	1	0	1							
Bét b¸nh Trung Thu	2	1	30431	0	0	1000												\image\item\other\Ãæ·Û36.spr	\image\item\other\Ãæ·Û80.spr	Nguyªn liÖu lµm B¸nh N­íng vµ B¸nh DÎo		ThÇn bİ		1	0	1							
Nh©n	2	1	30432	0	0	1												\image\item\other\ÏÚ±ı36.spr	\image\item\other\ÏÚ±ı80.spr	Nguyªn liÖu lµm B¸nh N­íng vµ B¸nh DÎo		ThÇn bİ		1	0	1							
B¸nh N­íng 	2	1	30433	0	0	999												\image\item\other\ËÖÆ¤ÔÂ±ı36.spr	\image\item\other\ËÖÆ¤ÔÂ±ı80.spr	B¸nh N­íng th¬m ngon <enter><color=Gold> (Kh«ng thÓ sö dông sau 24:00 ngµy 07 th¸ng 10 n¨m 2012)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B¸nh DÎo	2	1	30434	0	0	999												\image\item\other\±ùÆ¤ÔÂ±ı36.spr	\image\item\other\±ùÆ¤ÔÂ±ı80.spr	B¸nh DÎo th¬m ngon <enter><color=Gold> (Kh«ng thÓ sö dông sau 24:00 ngµy 07 th¸ng 10 n¨m 2012)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
M¶nh Hæ phï	2	1	30435	0	0	1000												\image\item\chunjie\ÇàÍ­¶¦Ëé¿éa1.spr	\image\item\chunjie\ÇàÍ­¶¦Ëé¿éa0.spr	Cã thÓ dïng ®Ó ghĞp c¸c lo¹i Hæ phï ( sau khi ho¹t ®éng kÕt thóc kh«ng thÓ sö dông)		ThÇn bİ	\script\online\qianhe_tower\item\hufusuipian.lua	1	0	1							
§ång Hæ phï	2	1	30436	0	0	1000												\image\item\other\coll_104a1.spr	\image\item\other\coll_104a0.spr	Dïng ®Ó vµo Thiªn TÇm HuyÔn C¶nh tÇng 2 hoÆc ®æi phÇn th­ëng ho¹t ®éng ( sau khi ho¹t ®éng kÕt thóc kh«ng thÓ sö dông)		ThÇn bİ	\script\online\qianhe_tower\item\tongwenhufu.lua	1	2	1							
Ng©n Hæ phï	2	1	30437	0	0	1000												\image\item\other\ÒøÉ«»¢·ûa1.spr	\image\item\other\ÒøÉ«»¢·ûa0.spr	Dïng ®Ó vµo Thiªn TÇm HuyÔn C¶nh tÇng 3 hoÆc ®æi phÇn th­ëng ho¹t ®éng ( sau khi ho¹t ®éng kÕt thóc kh«ng thÓ sö dông)		ThÇn bİ	\script\online\qianhe_tower\item\yinwenhufu.lua	1	2	1							
Kim Hæ phï	2	1	30438	0	0	1000												\image\item\other\½ğÉ«»¢·ûa1.spr	\image\item\other\½ğÉ«»¢·ûa0.spr	Dïng ®Ó ®æi phÇn th­ëng cuèi cïng cña ho¹t ®éng Thiªm TÇm HuyÔn C¶nh (sau khi ho¹t ®éng kÕt thóc kh«ng thÓ sö dông)		ThÇn bİ	\script\online\qianhe_tower\item\jinwenhufu.lua	1	0	1							
Bæ Kim Th¹ch	2	1	30439	0	0	1000												\image\item\wenshi\ïÖ½ğa1.spr	\image\item\wenshi\ïÖ½ğa0.spr	Nguyªn liÖu cÇn thiÕt ghĞp Kim Hæ phï (sau khi ho¹t ®éng kÕt thóc kh«ng thÓ sö dông)		ThÇn bİ	\script\online\qianhe_tower\item\bujinshi.lua	1	0	1							
Bæ Kim Th¹ch bao nhá	2	1	30440	0	0	1												\image\item\other\Ç§ÄêÑ©¾«°üa1.spr	\image\item\other\Ç§ÄêÑ©¾«°üa0.spr	Më ra nhËn ®­îc 10 Bæ Kim Th¹ch		ThÇn bİ	\script\online\qianhe_tower\item\xiaobaobujinshi.lua	1	0	1							
Bæ Kim Th¹ch bao lín	2	1	30441	0	0	1												\image\item\other\À¶É«¸ß¼¶°ü¹üa1.spr	\image\item\other\À¶É«¸ß¼¶°ü¹üa0.spr	Më ra nhËn ®­îc 50 Bæ Kim Th¹ch		ThÇn bİ	\script\online\qianhe_tower\item\dabaobujinshi.lua	1	0	1							
Tinh DÇu Hoa	2	1	30442	0	0	1000												\image\item\other\»¨¾«ÓÍ36.spr	\image\item\other\»¨¾«ÓÍ80.spr	Nguyªn liÖu chÕ t¹o N­íc Hoa Kh«		ThÇn bİ		1	0	1							
S¸p MËt Ong	2	1	30443	0	0	1												\image\item\other\ÃÛ·äÀ¯36.spr	\image\item\other\ÃÛ·äÀ¯80.spr	Nguyªn liÖu chÕ t¹o N­íc Hoa Kh«		ThÇn bİ		1	0	1							
N­íc Hoa Kh« 1	2	1	30444	0	0	1000												\image\item\other\¸ÉÏãË®1(36x36).spr	\image\item\other\¸ÉÏãË®1(80x80).spr	N­íc hoa kh« cã mïi hoa hång quyÕn rò<enter><color=Gold> (sau 24:00 ngµy 11 th¸ng 11 n¨m 2012 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
N­íc Hoa Kh« 2	2	1	30445	0	0	1000												\image\item\other\¸ÉÏãË®2(36x36).spr	\image\item\other\¸ÉÏãË®2(80x80).spr	N­íc hoa kh« cã mïi hoa o¶i h­¬ng l·nh m¹n<enter><color=Gold> (sau 24:00 ngµy 11 th¸ng 11 n¨m 2012 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Phæ Thiªn §ång Kh¸nh	2	1	30446	0	0	1000												\image\item\other\ÆÕÌìÍ¬Çìa1.spr	\image\item\other\ÆÕÌìÍ¬Çìa0.spr	PhÇn th­ëng ®æi ë chæ §¹i Sø ho¹t ®éng		ThÇn bİ		1	0	1							
Hoa	2	1	30447	0	0	1000												\image\item\other\»¨a1.spr	\image\item\other\»¨a0.spr	PhÇn th­ëng ®æi ë chæ §¹i Sø ho¹t ®éng<enter>Còng cã thÓ nhÊp chuét söa thµnh ch÷“Phæ Thiªn §ång Kh¸nh”		ThÇn bİ	\script\online\dazitie\item\hua.lua	1	0	1							
H¶o	2	1	30448	0	0	1000												\image\item\other\ºÃa1.spr	\image\item\other\ºÃa0.spr	PhÇn th­ëng ®æi ë chæ §¹i Sø ho¹t ®éng<enter>Còng cã thÓ nhÊp chuét söa thµnh ch÷“Phæ Thiªn §ång Kh¸nh”		ThÇn bİ	\script\online\dazitie\item\hao.lua	1	0	1							
NguyÖt	2	1	30449	0	0	1000												\image\item\other\ÔÂa1.spr	\image\item\other\ÔÂa0.spr	PhÇn th­ëng ®æi ë chæ §¹i Sø ho¹t ®éng<enter>Còng cã thÓ nhÊp chuét söa thµnh ch÷“Phæ Thiªn §ång Kh¸nh”		ThÇn bİ	\script\online\dazitie\item\yue.lua	1	0	1							
Viªn	2	1	30450	0	0	1000												\image\item\other\Ô²a1.spr	\image\item\other\Ô²a0.spr	PhÇn th­ëng ®æi ë chæ §¹i Sø ho¹t ®éng<enter>Còng cã thÓ nhÊp chuét söa thµnh ch÷“Phæ Thiªn §ång Kh¸nh”		ThÇn bİ	\script\online\dazitie\item\yuan.lua	1	0	1							
Bót l«ng	2	1	30451	0	0	1000												\image\item\other\ÁúºÁ±Êa1.spr	\image\item\other\ÁúºÁ±Êa0.spr	Bót l«ng söa ch÷ viÕt		ThÇn bİ		1	0	1							
Bao bót l«ng nhá	2	1	30452	0	0	1												\image\item\other\Ç§ÄêÑ©¾«°üa1.spr	\image\item\other\Ç§ÄêÑ©¾«°üa0.spr	Më ra nhËn ®­îc 10 c©y bót l«ng		ThÇn bİ	\script\online\dazitie\item\xiaobaolanghaobi.lua	1	0	1							
Bao bót l«ng lín	2	1	30453	0	0	1												\image\item\other\À¶É«¸ß¼¶°ü¹üa1.spr	\image\item\other\À¶É«¸ß¼¶°ü¹üa0.spr	Më ra nhËn ®­îc 50 c©y bót l«ng		ThÇn bİ	\script\online\dazitie\item\dabaolanghaobi.lua	1	0	1							
Men R­îu Th­îng H¹ng	2	1	30454	0	0	1000												\image\item\other\ÉÏµÈ½ÍÄ¸36.spr	\image\item\other\ÉÏµÈ½ÍÄ¸80.spr	Nguyªn liÖu chİnh dïng ®Ó nÊu r­îu		ThÇn bİ		1	0	1							
Ngò L­¬ng Cèc	2	1	30455	0	0	1												\image\item\other\Îå¹ÈÁ¸36.spr	\image\item\other\Îå¹ÈÁ¸80.spr	Nguyªn liÖu chİnh dïng ®Ó nÊu r­îu		ThÇn bİ		1	0	1							
V¨n S­ Töu	2	1	30456	0	0	1000												\image\item\other\ÎÄÊ¦¾Æ36.spr	\image\item\other\ÎÄÊ¦¾Æ80.spr	H­¬ng th¬m thanh nh· nhÑ nhµng, rÊt thİch hîp víi c¸c vŞ v¨n nh©n nho sÜ <enter><color=Gold>(sau 24:00 ngµy 16 th¸ng 12 n¨m 2012 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Vâ S­ Töu	2	1	30457	0	0	1000												\image\item\other\ÎäÊ¦¾Æ36.spr	\image\item\other\ÎäÊ¦¾Æ80.spr	H­¬ng r­îu th¬m nång, thİch hîp víi c¸c vŞ vâ s­ c­êng tr¸ng<enter><color=Gold>(sau 24:00 ngµy 16 th¸ng 12 n¨m 2012 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Tô Linh Hoµn	2	1	30458	0	0	1												\image\item\other\¾ÛÁéÍè36.spr	\image\item\other\¾ÛÁéÍè80.spr	§¬n d­îc thÇn kú, gióp c¸c h¹ nhËn ®­îc ch©n khİ trong lóc nghÜ ng¬i.<enter><color=Gold>(Rêi m¹ng ñy th¸c 8 giê vµ nhËn ®­îc ch©n khİ)		ThÇn bİ	\script\meridian\meridian_item_julingwan.lua	1	0	1							
§¹i Tô Linh Hoµn	2	1	30459	0	0	1												\image\item\other\´ó¾ÛÁéÍè36.spr	\image\item\other\´ó¾ÛÁéÍè80.spr	D­îc viªn ®­îc tinh chÕ tõ Tô Linh hoµn, gióp c¸c h¹ tİch tô ch©n khİ ®¹t hiÖu qu¶ cao h¬n trong lóc nghÜ ng¬i.<enter><color=Gold>(Rêi m¹ng ñy th¸c 8 giê vµ nhËn ®­îc ®iÓm ch©n khİ nhiÒu gÊp 2 lÇn Tô Linh Hoµn)		ThÇn bİ	\script\meridian\meridian_item_julingwan.lua	1	0	1							
Tô Linh Tiªn §¬n	2	1	30460	0	0	1												\image\item\other\¾ÛÁéÏÉµ¤36.spr	\image\item\other\¾ÛÁéÏÉµ¤80.spr	§¬n d­îc quy tô tinh hoa cña Tô Linh §Ønh, hiÖu qu¶ cùc m¹nh.<enter><color=Gold>(Rêi m¹ng ñy th¸c 8 giê vµ nhËn ®­îc ®iÓm ch©n khİ nhiÒu gÊp 3 lÇn Tô Linh Hoµn)		ThÇn bİ	\script\meridian\meridian_item_julingwan.lua	1	0	1							
Tö Kim Méc	2	1	30461	0	0	1000												\image\item\other\orwood_005a1.spr	\image\item\other\orwood_005a0.spr	BÒ mÆt gç táa ¸nh bãng cña kim lo¹i, v« cïng cøng c¸p		ThÇn bİ		1	1	1							
Kho¸n tinh thiÕt	2	1	30462	0	0	1000												\image\item\other\ormeta_003a1.spr	\image\item\other\ormeta_003a0.spr	Kho¸n th¹ch hµm chøa tinh thiÕt		ThÇn bİ		1	1	1							
ThÊt tinh hoa	2	1	30463	0	0	1000												\image\item\other\Viet_Ã·»¨_36.spr	\image\item\other\Viet_Ã·»¨_80.spr	§ãa hoa t­¬i ®Ñp, táa lµn h­¬ng ªm diÖu		ThÇn bİ		1	1	1							
Nguyªn liÖu noel	2	1	30464	0	0	1000												\image\item\other\Ê¥µ®ÀñÎï²ÄÁÏ36.spr	\image\item\other\Ê¥µ®ÀñÎï²ÄÁÏ80.spr	Nguyªn liÖu lµm Quµ Noel		ThÇn bİ		1	0	1							
Hép quµ noel	2	1	30465	0	0	1												\image\item\other\Ê¥µ®ÀñÎï36.spr	\image\item\other\Ê¥µ®ÀñÎï80.spr	Hép quµ noel		ThÇn bİ		1	0	1							
Ví Noel thÇn kú	2	1	30466	0	0	1000												\image\item\other\Ê¥µ®ÉñÆæÍà36.spr	\image\item\other\Ê¥µ®ÉñÆæÍà80.spr	Ví thÇn kú biÕn ­íc m¬ thµnh hiÖn thùc<enter><color=Gold> (sau 24 giê ngµy 20-1-2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Mò TuÇn Léc	2	1	30467	0	0	1000												\image\item\other\Ñ±Â¹Ã±36.spr	\image\item\other\Ñ±Â¹Ã±80.spr	Nãn tuÇn léc gi÷ niÒm h¹nh phóc Êm ¸p<enter><color=Gold> (sau 24 giê ngµy 20-1-2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
V¹n N¨ng Phï	2	1	30470	0	0	1												\image\item\other\Ğ¡ÄêÊŞÉñ·ûa1.spr	\image\item\other\Ğ¡ÄêÊŞÉñ·ûa0.spr	Cã thÓ gi¶i khãa giao dŞch cña rÊt nhiÒu trang bŞ ®¹o cô, chuét ph¶i nhÊn sö dông		ThÇn bİ	\script\item\qiankunjiebangfu.lua	1	0	1							
C©y th«ng gi¸o héi	2	1	30471	0	0	999												\image\item\other\Ê¥µ®Ê÷_36.spr	\image\item\other\Ê¥µ®Ê÷_80.spr	“C©y th«ng dïng trang trİ trong mï gi¸ng sinh”<enter><color=Gold> (tù ®éng biÕn mÊt sau 24 giê mua)		ThÇn bİ	\script\online_activites\201211\item_christmas_tree.lua	1	0	1							
GiÊy Xu©n §á	2	1	30472	0	0	1000												\image\item\other\ºìÖ½36.spr	\image\item\other\ºìÖ½80.spr	Nguyªn liÖu th­ ph¸p		ThÇn bİ		1	0	1							
Mùc tµu	2	1	30473	0	0	1												\image\item\other\Ä«Ö­36.spr	\image\item\other\Ä«Ö­80.spr	Mùc tµu		ThÇn bİ		1	0	1							
C©u §èi Ngµy Xu©n	2	1	30474	0	0	1000												\image\item\other\´ºÁª36.spr	\image\item\other\´ºÁª80.spr	C©u §èi Ngµy Xu©n<enter><color=Gold> (sau 24 giê ngµy 24/2/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
§¹i c¸t	2	1	30475	0	0	1000												\image\item\other\´ó¼ª36.spr	\image\item\other\´ó¼ª80.spr	§¹i C¸t §¹i Lîi<enter><color=Gold> (sau 24 giê ngµy 24/2/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
L× X× N¨m Míi	2	1	30476	0	0	1000												\image\item\other\ĞÂÄêÀûÊÇ36.spr	\image\item\other\ĞÂÄêÀûÊÇ80.spr	L× X× N¨m Míi <enter><color=Gold> (sau 24 giê ngµy 24/2/2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\201212\xinnianlishi.lua	1	0	1							
S÷a Tinh LuyÖn	2	1	30477	0	0	1												\image\item\other\°×ÇÉ¿ËÁ¦36.spr	\image\item\other\°×ÇÉ¿ËÁ¦80.spr	S÷a Tinh LuyÖn		ThÇn bİ		1	0	1							
Tèng Qu©n TruyÒn LÖnh Kú	2	1	30478	0	0	1												\image\item\other\quest_010a1.spr	\image\item\other\quest_010a0.spr	Sö dông t¹i Ch©n Ma Thiªn M«n TrËn hoÆc ChiÕn Tr­êng Liªn Server cã thÓ truyÒn vÒ doanh ®Şa Tèng Qu©n		ThÇn bİ	\script\function\zq_battles\item\item_song_lq.lua	1	2	1							
Liªu Qu©n TruyÒn LÖnh Kú	2	1	30479	0	0	1												\image\item\other\quest_010a1.spr	\image\item\other\quest_010a0.spr	Sö dông t¹i Ch©n Ma Thiªn M«n TrËn hoÆc ChiÕn Tr­êng Liªn Server cã thÓ truyÒn vÒ doanh ®Şa Liªu Qu©n		ThÇn bİ	\script\function\zq_battles\item\item_liao_lq.lua	1	2	1							
R­¬ng tiÕp øng Thiªn M«n TrËn	2	1	30480	0	0	100												\image\item\other\½­É½Òø±¦Ïäa1.spr	\image\item\other\½­É½Òø±¦Ïäa0.spr	R­¬ng phÇn th­ëng hoµn thµnh nhiÖm vô Ch©n Ma Thiªn M«n TrËn, më ra nhËn ®­îc phÇn th­ëng.		ThÇn bİ	\script\function\zq_battles\item\item_tmz_pak.lua	1	2	1							
Ma Th¹ch	2	1	30481	0	0	1000												\image\item\other\coll_072a1.spr	\image\item\other\coll_072a0.spr	Viªn ®¸ thÇn bİ, cã thÓ kİch ho¹t TÕ §µn trong Ch©n Ma Thiªn M«n TrËn		ThÇn bİ		1	2	1							
Tèng Qu©n Yªu Bµi	2	1	30482	0	0	10												\image\item\other\coll_025a1.spr	\image\item\other\coll_025a0.spr	Yªu bµi tïy th©n cña sÜ binh qu©n Tèng, phİa trªn cã ghi tªn cña chİnh m×nh.		ThÇn bİ		1	1	1							
Ng­ng ThÇn Hoa	2	1	30483	0	0	10												\image\item\other\Viet_ÌÒ»¨_36.spr	\image\item\other\Viet_ÌÒ»¨_80.spr	§ãa hoa t­¬i ®Ñp, gióp c¸c h¹ cã c¶m gi¸c an t©m.		ThÇn bİ		1	1	1							
Háa S¸t Th¹ch	2	1	30484	0	0	10												\image\item\other\coll_084a1.spr	\image\item\other\coll_084a0.spr	Côc ®¸ mµu vang, cã chót nãng.		ThÇn bİ		1	1	1							
Liªu Qu©n NiÖm Ch©u	2	1	30485	0	0	10												\image\item\other\skius_004a1.spr	\image\item\other\skius_004a0.spr	NiÖm ch©u tïy th©n cña sÜ binh qu©n Liªu, phİa trªn cã kh¾c ghi tªn cña chİnh m×nh.		ThÇn bİ		1	1	1							
Tµm t¬	2	1	30486	0	0	1000												\image\item\other\²ÏË¿32.spr	\image\item\other\²ÏË¿80.spr	Nguyªn liÖu cao cÊp cho trang phôc t¬ lôa		ThÇn bİ		1	0	1							
ChØ T¬ Vµng	2	1	30487	0	0	1												\image\item\other\×Ï½ğÏß32.spr	\image\item\other\×Ï½ğÏß80.spr	ChØ T¬ Vµng		ThÇn bİ		1	0	1							
Phi Phong N÷ T­íng	2	1	30488	0	0	1000												\image\item\other\Å®½«Åû·ç32.spr	\image\item\other\Å®½«Åû·ç80.spr	C¸c chŞ em phô n÷ mang lªn ®Òu táa ra thÇn th¸i cña mét vŞ n÷ t­íng anh hïng<enter><color=Gold> (sau 24:00 ngµy 14 th¸ng 4 n¨m 2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Kh¨n §ãng	2	1	30489	0	0	1000												\image\item\other\Ô½Ê½Í·½í32.spr	\image\item\other\Ô½Ê½Í·½í80.spr	Kh¨n ®ãng truyÒn thèng cña d©n téc ViÖt Nam<enter><color=Gold> (sau 24:00 ngµy 14 th¸ng 4 n¨m 2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Hoµng Kim §¹i Ng©n PhiÕu	2	1	30490	0	0	1												\image\item\other\»Æ½ğ»¢ÎÆÊÕ¼¯ 36.spr	\image\item\other\»Æ½ğ»¢ÎÆÊÕ¼¯¿¨.spr	Hoµng Kim §¹i Ng©n PhiÕu cã thÓ ®æi 1000 xu, chuét ph¶i sö dông		ThÇn bİ	\script\item\item_billing\dayinpiao.lua	1	0	1							
VĞ TiÕu Y Vµng	2	1	30491	0	0	100												\image\item\other\½­ºş¶Ô³å»ù½ğ»Æ½ğ°æa1.spr	\image\item\other\½­ºş¶Ô³å»ù½ğ»Æ½ğ°æa0.spr	VĞ TiÕu Y Vµng cã thÓ ®æi 1000 ®iÓm th­ëng (sö dông trong Tñ ¸o Thiªn BiÕn TiÕu)		ThÇn bİ	\script\item\item_yunling_qianbianquan.lua	1	0	1							
VĞ TiÕu Y B¹c	2	1	30492	0	0	100												\image\item\other\½­ºş¶Ô³å»ù½ğ°×Òø°æa1.spr	\image\item\other\½­ºş¶Ô³å»ù½ğ°×Òø°æa0.spr	VĞ TiÕu Y B¹c cã thÓ ®æi 100 ®iÓm th­ëng (sö dông trong Tñ ¸o Thiªn BiÕn TiÕu)		ThÇn bİ	\script\item\item_yunling_qianbianquan.lua	1	0	1							
VĞ TiÕu Y §ång	2	1	30493	0	0	100												\image\item\other\½­ºş¶Ô³å»ù½ğ°×½ğ°æa1.spr	\image\item\other\½­ºş¶Ô³å»ù½ğ°×½ğ°æa0.spr	VĞ TiÕu Y §ång cã thÓ ®æi 10 ®iÓm th­ëng (sö dông trong Tñ ¸o Thiªn BiÕn TiÕu)		ThÇn bİ	\script\item\item_yunling_qianbianquan.lua	1	2	1							
Tñ ¸o Thiªn BiÕn TiÕu	2	1	30494	0	0	1												\image\item\other\ºÀ»ªÒÂ¹ña1.spr	\image\item\other\ºÀ»ªÒÂ¹ña0.spr	Chuét ph¶i sö dông, cã thÓ dïng ®iÓm th­ëng ®Ó ®èi lÊy c¸c lo¹i ngo¹i trang (nhËn tõ L­u T­ Anh t¹i D­¬ng Ch©u)		ThÇn bİ	\script\item\item_yunling_box.lua	1	2	1							
Socola t×nh nh©n	2	1	30495	0	0	1402												\image\item\other\ÇéÈËÇÉ¿ËÁ¦36.spr	\image\item\other\ÇéÈËÇÉ¿ËÁ¦80.spr	Socola ngät ngµo ngµy lÔ t×nh nh©n <enter><color=Gold> (sau 24:00 ngµy 28 th¸ng 3 n¨m 2013 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Tö Linh LÖnh	2	1	30496	0	0	1												\image\item\other\ÇéÈËÇÉ¿ËÁ¦36.spr	\image\item\other\ÇéÈËÇÉ¿ËÁ¦80.spr	LÖnh bµi cã thÓ ®iÒu khiÓn Tö M«n TrËn Nh·n		ThÇn bİ	\script\function\zq_battles\item\item_lingpai.lua	1	2	1							
Ma Tinh	2	1	30497	0	0	1000												\image\item\other\coll_027a1.spr	\image\item\other\coll_027a0.spr	Ma khİ ng­ng kÕt thµnh tinh thÓ, v« cïng quı hiÕm		ThÇn bİ	\script\function\zq_battles\item\item_mojing.lua	1	2	1							
Hu©n ch­¬ng dòng sÜ	2	1	30498	0	2000	1000												\image\item\other\»ÕÕÂ36.spr	\image\item\other\»ÕÕÂ80.spr	Hu©n Ch­¬ng d©ng tÆng c¸c vŞ hµo kiÖt dòng m·nh trªn chiÕn tr­êng, cã thÓ dïng ®Ó ®æi lÊy trang bŞ, ®¹o cô cao cÊp		ThÇn bİ	\script\missions\kuafu_battle\item\item_ys_shop.lua	1	2	1							
Hu©n ch­¬ng anh hïng	2	1	30499	0	5000	1000												\image\item\other\Ñ«ÕÂ36.spr	\image\item\other\Ñ«ÕÂ80.spr	Huy ch­¬ng dïng ®Ó tÆng cho anh hïng chiÕn ®Êu, cã thÓ ®æi c¸c lo¹i trang bŞ m¹nh mÏ, item (trong ngù c¸c cã b¸n)		ThÇn bİ	\script\missions\kuafu_battle\item\item_yx_shop.lua	1	2	1							
M¶nh B¶n §å ThÊt l¹c	2	1	30500	0	0	1000												\image\item\other\²Ø±¦Í¼ËéÆ¬36.spr	\image\item\other\²Ø±¦Í¼ËéÆ¬80.spr	M¶nh b¶n ®å kho b¸u		ThÇn bİ		1	0	1							
R­¬ng B¸u ThÊt l¹c	2	1	30501	0	0	1												\image\item\other\Ê§Âä±¦Ïä36.spr	\image\item\other\Ê§Âä±¦Ïä80.spr	B¶o r­¬ng dÉn ®Õn vinh dù		ThÇn bİ		1	0	1							
Hu©n Ch­¬ng JXII	2	1	30502	0	0	1000												\image\item\other\½£2»ÕÕÂ36.spr	\image\item\other\½£2»ÕÕÂ80.spr	Vinh dù cña t­íng lÜnh <enter><color=Gold> (sau 24:00 ngµy 12 th¸ng 5 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
B»ng Khen JXII	2	1	30503	0	0	1000												\image\item\other\½£2½±×´36.spr	\image\item\other\½£2½±×´80.spr	Vinh dù cña t­íng lÜnh <enter><color=Gold> (sau 24:00 ngµy 12 th¸ng 5 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
Ên L·nh Thæ 	2	1	30504	0	0	1000												\image\item\other\ÁìÍÁ¹ÙÓ¡36.spr	\image\item\other\ÁìÍÁ¹ÙÓ¡80.spr	T­îng tr­ng cho quyÒn së h÷u l·nh ®Şa <enter><color=Gold> (sau 24:00 ngµy 12 th¸ng 5 kh«ng thÓ sö dông)		ThÇn bİ	\script\online_activites\head\vn_activity_item.lua	1	0	1							
L«i TÕ	2	1	30505	0	0	1000												\UImage\¼¼ÄÜÍ¼±ê\À×¼À.spr	\image\item\book\book_108a0.spr	ThÎ kÌm theo kü n¨ng L«i TÕ cña C«n L«n Thiªn S­, nhÊn ph¶i sö dông cã thÓ nhËn ®­îc ®iÓm kinh nghiÖm		ThÇn bİ	\script\online\collect_card\item\item_leiji_card.lua	1	0	1							
L¹c Hoa QuyÕt	2	1	30506	0	0	1000												\UImage\¼¼ÄÜÍ¼±ê\Âä»¨¾÷.spr	\image\item\book\·ç»¨Ç§Ò¶Õæ¾ía0.spr	ThÎ bµi in kü n¨ng L¹c Hoa QuyÕt cña Thóy Yªn Linh N÷		ThÇn bİ		1	0	1							
