T©n Y phôc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Biªn hiÖu bé trang bŞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bŞ)	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0	100	3166	30	40000	0	250	30;30					460	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	20	0					
DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0	100	3167	30	40000	0	250	30;30					461	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	20	0					
DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0	100	3168	30	40000	0	250	30;30					462	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	20	0					
DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0	100	3169	30	40000	0	250	30;30					463	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	20	0					
DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0	100	3170	30	40000	0	250	23;35					464	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	21	0					
DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0	100	3171	30	40000	0	250	23;35					465	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	21	0					
DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0	100	3172	30	40000	0	250	23;35					466	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	21	0					
DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0	100	3173	30	40000	0	250	23;35					467	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	¢m phong tµn cèt th«ng quû s¸t, tö ®Ønh tµ trïng trÊn ma hån. 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	21	0					
DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0	100	3174	30	40000	0	250	23;35					468	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	C«n l«n th¸i nhÊt luyÖn ch©n tiªn, phong quyÓn l«i minh ®¹p tö v©n.	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	23	0					
DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0	100	3175	30	40000	0	250	23;35					469	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	C«n l«n th¸i nhÊt luyÖn ch©n tiªn, phong quyÓn l«i minh ®¹p tö v©n.	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	23	0					
DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0	100	3176	30	40000	0	250	35;23					470	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	25	0					
DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0	100	3177	30	40000	0	250	35;23					471	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	25	0					
DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0	100	3178	30	40000	0	250	35;23					472	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	25	0					
DiÖu D­¬ng-Nhôc HuyÕt Cuång ChiÕn Y	0	100	3179	30	40000	0	250	35;23					473	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	25	0					
DiÖu D­¬ng-Cöu Thiªn Quû Phï Bµo	0	100	3180	30	40000	0	250	30;30					474	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	26	0					
DiÖu D­¬ng-Cöu Thiªn Quû Phï Bµo	0	100	3181	30	40000	0	250	30;30					475	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	26	0					
DiÖu D­¬ng-Cöu Thiªn Quû Phï Bµo	0	100	3182	30	40000	0	250	30;30					476	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	26	0					
DiÖu D­¬ng-Cöu Thiªn Quû Phï Bµo	0	100	3183	30	40000	0	250	30;30					477	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	26	0					
DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Bµo	0	100	3184	30	40000	0	250	30;30					478	1	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	±ê×¼ÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	27	0					
DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Bµo	0	100	3185	30	40000	0	250	30;30					479	1	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÄĞÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	¿ıÎàÄĞ×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	27	0					
DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Bµo	0	100	3186	30	40000	0	250	30;30					480	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	27	0					
DiÖu D­¬ng-Ma ¶nh ThÇn T«ng Bµo	0	100	3187	30	40000	0	250	30;30					481	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Quang minh phæ biÕn giai thanh tŞnh, gi¶ ¸c bÊt tŞnh b× nguyªn v« 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	27	0					
DiÖu D­¬ng-Tª V©n Tiªn Tö Y	0	100	3188	30	40000	0	250	30;30					482	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	29	0					
DiÖu D­¬ng-Tª V©n Tiªn Tö Y	0	100	3189	30	40000	0	250	30;30					483	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	29	0					
DiÖu D­¬ng-Phi H¹ Tiªn Tö Y	0	100	3190	30	40000	0	250	30;30					484	1	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	ĞÔ¸ĞÅ®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	30	0					
DiÖu D­¬ng-Phi H¹ Tiªn Tö Y	0	100	3191	30	40000	0	250	30;30					485	1	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa1.spr	\image\item\cloth\»ÆÉ«ÃÅ»áÅ®ÒÂa0.spr	Phông tª v©n l¹i hoµng b× h¹, hoa vò nghÖ ®­êng tinh léng nguyÖt. 	½¿Ğ¡Å®×ÊÁÏÆ¬»ÆÒÂ	§· khãa		9	2	1	30	0					
¸o ngo¹i trang n¨m míi 	0	109	30033	10	0	0	120							1	1	1		\image\item\cloth\m2_bd_005a1.spr	\image\item\cloth\m2_bd_005a0.spr	¸o ngo¹i trang n¨m míi ®­îc ®Æc chÕ tõ Tiªu Y Ph­¬ng.	±ê×¼ÄĞÊ¥µ®ÒÂ	Th­îng y		1	0	1		1					
¸o ngo¹i trang n¨m míi 	0	109	30034	10	0	0	120							1	1	2		\image\item\cloth\m1_bd_005a1.spr	\image\item\cloth\m1_bd_005a0.spr	¸o ngo¹i trang n¨m míi ®­îc ®Æc chÕ tõ Tiªu Y Ph­¬ng.	¿ıÎàÄĞÊ¥µ®ÒÂ	Th­îng y		1	0	1		1					
¸o ngo¹i trang n¨m míi 	0	109	30035	10	0	0	120							1	2	3		\image\item\cloth\f2_bd_005a1.spr	\image\item\cloth\f2_bd_005a0.spr	¸o ngo¹i trang n¨m míi ®­îc ®Æc chÕ tõ Tiªu Y Ph­¬ng.	ĞÔ¸ĞÅ®Ê¥µ®ÒÂ	Th­îng y		1	0	1		1					
¸o ngo¹i trang n¨m míi 	0	109	30036	10	0	0	120							1	2	4		\image\item\cloth\f1_bd_005a1.spr	\image\item\cloth\f1_bd_005a0.spr	¸o ngo¹i trang n¨m míi ®­îc ®Æc chÕ tõ Tiªu Y Ph­¬ng.	½¿Ğ¡Å®Ê¥µ®ÒÂ	Th­îng y		1	0	1		1					
Hång S©m y	0	109	630	10	0	0	120							1	1	1		\image\item\cloth\Ãµ¹å×°ÄĞÒÂa1.spr	\image\item\cloth\Ãµ¹å×°ÄĞÒÂa0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	±ê×¼ÄĞÃµ¹åÒÂ	Th­îng y		1	2	1		1					
Hång S©m y	0	109	631	10	0	0	120							1	1	2		\image\item\cloth\Ãµ¹å×°ÄĞÒÂa1.spr	\image\item\cloth\Ãµ¹å×°ÄĞÒÂa0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	¿ıÎàÄĞÃµ¹åÒÂ	Th­îng y		1	2	1		1					
Hång S©m y	0	109	632	10	0	0	120							1	2	3		\image\item\cloth\Ãµ¹å×°Å®ÒÂa1.spr	\image\item\cloth\Ãµ¹å×°Å®ÒÂa0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	ĞÔ¸ĞÅ®Ãµ¹åÒÂ	Th­îng y		1	2	1		1					
Hång S©m y	0	109	633	10	0	0	120							1	2	4		\image\item\cloth\Ãµ¹å×°Å®ÒÂa1.spr	\image\item\cloth\Ãµ¹å×°Å®ÒÂa0.spr	Hång S©m nguån lùc huyÒn bİ v« song.	½¿Ğ¡Å®Ãµ¹åÒÂ	Th­îng y		1	2	1		1					
Tèng Ngù Long T­íng Qu©n Bµo 	0	100	30017	80	200000	0	120	35;35					30039	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÄĞÒÂ·şa1.spr	\image\item\cloth\ÄĞÒÂ·şa0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	±ê×¼ÄĞ°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n Bµo 	0	100	30018	80	200000	0	120	35;35					30040	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\yÒÂ·ş_36.spr	\image\item\cloth\yÒÂ·ş_120.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	¿ıÎàÄĞ°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n Bµo 	0	100	30019	80	200000	0	120	35;35					30041	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\Å®ÒÂ·ş1a1.spr	\image\item\cloth\Å®ÒÂ·ş1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	ĞÔ¸ĞÅ®°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tèng Ngù Long T­íng Qu©n Bµo 	0	100	30020	80	200000	0	120	35;35					30042	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\Å®ÒÂ·ş2a1.spr	\image\item\cloth\Å®ÒÂ·ş2a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	½¿Ğ¡Å®°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
LiªuNgù Long T­íng Qu©n Bµo 	0	100	30021	80	200000	0	120	35;35					30043	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÄĞÒÂ·şa1.spr	\image\item\cloth\ÄĞÒÂ·şa0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	±ê×¼ÄĞ°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
LiªuNgù Long T­íng Qu©n Bµo 	0	100	30022	80	200000	0	120	35;35					30044	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\yÒÂ·ş_36.spr	\image\item\cloth\yÒÂ·ş_120.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	¿ıÎàÄĞ°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
LiªuNgù Long T­íng Qu©n Bµo 	0	100	30023	80	200000	0	120	35;35					30045	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\Å®ÒÂ·ş1a1.spr	\image\item\cloth\Å®ÒÂ·ş1a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	ĞÔ¸ĞÅ®°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
LiªuNgù Long T­íng Qu©n Bµo 	0	100	30024	80	200000	0	120	35;35					30046	80	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\Å®ÒÂ·ş2a1.spr	\image\item\cloth\Å®ÒÂ·ş2a0.spr	Ngù Long T­íng Qu©n chİnh lµ linh hån cña tam qu©n, m·nh t­íng trªn trËn m¹c 	½¿Ğ¡Å®°×½ğ¼×	§· khãa	\script\newbattles\battle_equipment_item.lua	9	1	1		0					
Tinh Kh¾c-ngo¹i trang y	0	109	30017	10	0	0	120							1	1	1		\image\item\cloth\man1_arm_017a1.spr	\image\item\cloth\man1_arm_017a0.spr	Pháng chÕ theo trang bŞ Tinh Kh¾c thêi trang.	±ê×¼ÄĞÎäÁÖÃËÒÂ	Th­îng y		1	0	1		1					
Tinh Kh¾c-ngo¹i trang y	0	109	30018	10	0	0	120							1	1	2		\image\item\cloth\man2_arm_018a1.spr	\image\item\cloth\man2_arm_018a0.spr	Pháng chÕ theo trang bŞ Tinh Kh¾c thêi trang.	¿ıÎàÄĞÎäÁÖÃËÒÂ	Th­îng y		1	0	1		1					
Tinh Kh¾c-ngo¹i trang y	0	109	30019	10	0	0	120							1	2	3		\image\item\cloth\fm1_arm_017a1.spr	\image\item\cloth\fm1_arm_017a0.spr	Pháng chÕ theo trang bŞ Tinh Kh¾c thêi trang.	ĞÔ¸ĞÅ®ÎäÁÖÃËÒÂ	Th­îng y		1	0	1		1					
Tinh Kh¾c-ngo¹i trang y	0	109	30020	10	0	0	120							1	2	4		\image\item\cloth\fm2_arm_017a1.spr	\image\item\cloth\fm2_arm_017a0.spr	Pháng chÕ theo trang bŞ Tinh Kh¾c thêi trang.	½¿Ğ¡Å®ÎäÁÖÃËÒÂ	Th­îng y		1	0	1		1					
Thiªn NghÜa-ngo¹i trang y 	0	109	30021	10	0	0	120							1	1	1		\image\item\cloth\Ãµ¹å±êÄĞ×°-ÒÂ·şa1.spr	\image\item\cloth\Ãµ¹å±êÄĞ×°-ÒÂ·şa0.spr	Pháng chÕ theo trang bŞ Thiªn NghÜa thêi trang 	±ê×¼ÄĞÃµ¹åÒÂ2	Th­îng y		1	0	1		1					
Thiªn NghÜa-ngo¹i trang y 	0	109	30022	10	0	0	120							1	1	2		\image\item\cloth\Ãµ¹å¿ıÎàÄĞ-ÒÂ·şa1.spr	\image\item\cloth\Ãµ¹å¿ıÎàÄĞ-ÒÂ·şa0.spr	Pháng chÕ theo trang bŞ Thiªn NghÜa thêi trang 	¿ıÎàÄĞÃµ¹åÒÂ2	Th­îng y		1	0	1		1					
Thiªn NghÜa-ngo¹i trang y 	0	109	30023	10	0	0	120							1	2	3		\image\item\cloth\Ãµ¹åĞÔ¸ĞÅ®-ÒÂ·şa1.spr	\image\item\cloth\Ãµ¹åĞÔ¸ĞÅ®-ÒÂ·şa0.spr	Pháng chÕ theo trang bŞ Thiªn NghÜa thêi trang 	ĞÔ¸ĞÅ®Ãµ¹åÒÂ2	Th­îng y		1	0	1		1					
Thiªn NghÜa-ngo¹i trang y 	0	109	30024	10	0	0	120							1	2	4		\image\item\cloth\Ãµ¹å½¿Ğ¡Å®-ÒÂ·şa1.spr	\image\item\cloth\Ãµ¹å½¿Ğ¡Å®-ÒÂ·şa0.spr	Pháng chÕ theo trang bŞ Thiªn NghÜa thêi trang 	½¿Ğ¡Å®Ãµ¹åÒÂ2	Th­îng y		1	0	1		1					
Cöu Ch©u-ngo¹i trang y 	0	109	30025	10	0	0	120							1	1	1		\image\item\cloth\ĞÂÄê×°ÒÂ·şÄĞa1.spr	\image\item\cloth\ĞÂÄê×°ÒÂ·şÄĞa0.spr	Pháng chÕ theo trang bŞ Cöu Ch©u thêi trang	±ê×¼ÄĞ»¶Ï²ÒÂ	Th­îng y		1	0	1		1					
Cöu Ch©u-ngo¹i trang y 	0	109	30026	10	0	0	120							1	1	2		\image\item\cloth\ĞÂÄê×°ÒÂ·şÄĞa1.spr	\image\item\cloth\ĞÂÄê×°ÒÂ·şÄĞa0.spr	Pháng chÕ theo trang bŞ Cöu Ch©u thêi trang	¿ıÎàÄĞ»¶Ï²ÒÂ	Th­îng y		1	0	1		1					
Cöu Ch©u-ngo¹i trang y 	0	109	30027	10	0	0	120							1	2	3		\image\item\cloth\ĞÂÄê×°ÒÂ·şÅ®a1.spr	\image\item\cloth\ĞÂÄê×°ÒÂ·şÅ®a0.spr	Pháng chÕ theo trang bŞ Cöu Ch©u thêi trang	ĞÔ¸ĞÅ®»¶Ï²ÒÂ	Th­îng y		1	0	1		1					
Cöu Ch©u-ngo¹i trang y 	0	109	30028	10	0	0	120							1	2	4		\image\item\cloth\ĞÂÄê×°ÒÂ·şÅ®a1.spr	\image\item\cloth\ĞÂÄê×°ÒÂ·şÅ®a0.spr	Pháng chÕ theo trang bŞ Cöu Ch©u thêi trang	½¿Ğ¡Å®»¶Ï²ÒÂ	Th­îng y		1	0	1		1					
ThÊt TŞch-ngo¹i trang y 	0	109	30029	10	0	0	120							1	1	1		\image\item\cloth\ÆßÏ¦×°ÒÂa1.spr	\image\item\cloth\ÆßÏ¦×°ÒÂa0.spr	Pháng chÕ theo trang bŞ ThÊt TŞch thêi trang	±ê×¼ÄĞÆßÏ¦ÒÂ	Th­îng y		1	0	1		1					
ThÊt TŞch-ngo¹i trang y 	0	109	30030	10	0	0	120							1	1	2		\image\item\cloth\ÆßÏ¦×°ÒÂa1.spr	\image\item\cloth\ÆßÏ¦×°ÒÂa0.spr	Pháng chÕ theo trang bŞ ThÊt TŞch thêi trang	¿ıÎàÄĞÆßÏ¦ÒÂ	Th­îng y		1	0	1		1					
ThÊt TŞch-ngo¹i trang y 	0	109	30031	10	0	0	120							1	2	3		\image\item\cloth\ÆßÏ¦×°ÒÂa1.spr	\image\item\cloth\ÆßÏ¦×°ÒÂa0.spr	Pháng chÕ theo trang bŞ ThÊt TŞch thêi trang	ĞÔ¸ĞÅ®ÆßÏ¦ÒÂ	Th­îng y		1	0	1		1					
ThÊt TŞch-ngo¹i trang y 	0	109	30032	10	0	0	120							1	2	4		\image\item\cloth\ÆßÏ¦×°ÒÂa1.spr	\image\item\cloth\ÆßÏ¦×°ÒÂa0.spr	Pháng chÕ theo trang bŞ ThÊt TŞch thêi trang	½¿Ğ¡Å®ÆßÏ¦ÒÂ	Th­îng y		1	0	1		1					
Vâ L©m B¸ Chñ Gi¸p	0	100	30025	80	200000	0	120	32;32					30068	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\ÆßÏ¦×°ÒÂa1.spr	\image\item\cloth\ÆßÏ¦×°ÒÂa0.spr	Chøng minh cña Vâ L©m B¸ Chñ	±ê×¼ÄĞÆßÏ¦ÒÂ	§· khãa		9	1	1		0					
