Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
ChiÕn Cuång TuyÖt MÖnh Trang	0	101	30150	30	40000	0	200	25;25					31173	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	6	0					
ChiÕn Cuång TuyÖt MÖnh Trang	0	101	30151	30	40000	0	200	25;25					31174	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	6	0					
ChiÕn Cuång TuyÖt MÖnh Trang	0	101	30152	30	40000	0	200	25;25					31175	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Trang bŞ sö dông cèt ®Çu nghiªn ma cña th­îng cæ chi long t¹o thµnh.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	6	0					
ChiÕn Cuång Bå T¸t Khè	0	101	30153	30	40000	0	200	17;29					31176	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Tõ bi vŞ hoµi ,tiÕp tÕ thiªn h¹.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	8	0					
ChiÕn Cuång Bå T¸t Khè	0	101	30154	30	40000	0	200	17;29					31177	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Tõ bi vŞ hoµi ,tiÕp tÕ thiªn h¹.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	8	0					
ChiÕn Cuång L­u ThñyKhè	0	101	30155	30	40000	0	200	25;25					31178	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Tİch h÷u b¸ nha phô cÇm ngé tri ©m, kim h÷u n÷ hiÖp tÊu cÇm hé quèc bang.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	9	0					
ChiÕn Cuång L­u ThñyKhè	0	101	30156	30	40000	0	200	25;25					31179	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Tİch h÷u b¸ nha phô cÇm ngé tri ©m, kim h÷u n÷ hiÖp tÊu cÇm hé quèc bang.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	9	0					
ChiÕn Cuång ThÇn Du Trang	0	101	30157	30	40000	0	200	29;17					31180	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ .	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	11	0					
ChiÕn Cuång ThÇn Du Trang	0	101	30158	30	40000	0	200	29;17					31181	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ .	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	11	0					
ChiÕn Cuång ThÇn Du Trang	0	101	30159	30	40000	0	200	29;17					31182	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ .	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	11	0					
ChiÕn Cuång ThÇn Du Trang	0	101	30160	30	40000	0	200	29;17					31183	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Qu¶n tËn thiªn h¹ bÊt b×nh sù, dÜ thiªn vi c¸i ®Şa vi l­ .	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	11	0					
ChiÕn Cuång Tiªu Dao Trang	0	101	30161	30	40000	0	200	25;25					31184	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. 	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	12	0					
ChiÕn Cuång Tiªu Dao Trang	0	101	30162	30	40000	0	200	25;25					31185	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. 	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	12	0					
ChiÕn Cuång Tiªu Dao Trang	0	101	30163	30	40000	0	200	25;25					31186	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. 	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	12	0					
ChiÕn Cuång Tiªu Dao Trang	0	101	30164	30	40000	0	200	25;25					31187	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	NhÊt b¸t nhÊt c«n tÈu giang hå, tiªu dao kho¸i ho¹t töu nhÊt l«. 	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	12	0					
ChiÕn Cuång V« Vi Trang	0	101	30165	30	40000	0	200	17;29					31188	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	14	0					
ChiÕn Cuång V« Vi Trang	0	101	30166	30	40000	0	200	17;29					31189	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	14	0					
ChiÕn Cuång V« Vi Trang	0	101	30167	30	40000	0	200	17;29					31190	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	14	0					
ChiÕn Cuång V« Vi Trang	0	101	30168	30	40000	0	200	17;29					31191	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Tù nhiªn chi ®¹o bæn v« vi, nh­îc chÊp v« vi tøc h÷u vi.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	14	0					
ChiÕn Cuång Cµn Kh«n Trang	0	101	30169	30	40000	0	200	25;25					31192	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	CÊp thñ ®¹i ®Şa chi tinh, thô dÜ cµn kh«n chi lùc.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	15	0					
ChiÕn Cuång Cµn Kh«n Trang	0	101	30170	30	40000	0	200	25;25					31193	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	CÊp thñ ®¹i ®Şa chi tinh, thô dÜ cµn kh«n chi lùc.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	15	0					
ChiÕn Cuång Cµn Kh«n Trang	0	101	30171	30	40000	0	200	25;25					31194	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	CÊp thñ ®¹i ®Şa chi tinh, thô dÜ cµn kh«n chi lùc.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	15	0					
ChiÕn Cuång Cµn Kh«n Trang	0	101	30172	30	40000	0	200	25;25					31195	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	CÊp thñ ®¹i ®Şa chi tinh, thô dÜ cµn kh«n chi lùc.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	15	0					
ChiÕn Cuång Thiªn Tinh  Trang	0	101	30173	30	40000	0	200	17;29					31196	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Lîi dông tßng thiªn nhi hµng ®İch, thÇn th¹ch t¸i t¹o kŞ gi¸p kiªn.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	17	0					
ChiÕn Cuång Thiªn Tinh  Trang	0	101	30174	30	40000	0	200	17;29					31197	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Lîi dông tßng thiªn nhi hµng ®İch, thÇn th¹ch t¸i t¹o kŞ gi¸p kiªn.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	17	0					
ChiÕn Cuång Thiªn Tinh  Trang	0	101	30175	30	40000	0	200	17;29					31198	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Lîi dông tßng thiªn nhi hµng ®İch, thÇn th¹ch t¸i t¹o kŞ gi¸p kiªn.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	17	0					
ChiÕn Cuång Thiªn Tinh  Trang	0	101	30176	30	40000	0	200	17;29					31199	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Lîi dông tßng thiªn nhi hµng ®İch, thÇn th¹ch t¸i t¹o kŞ gi¸p kiªn.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	17	0					
ChiÕn Cuång Xuyªn V©n Trang	0	101	30177	30	40000	0	200	25;25					31200	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Trang bŞ HËu NghÖ sö dông th¸i d­¬ng kh¶i gi¸p ®Ó luyÖn thµnh.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	18	0					
ChiÕn Cuång Xuyªn V©n Trang	0	101	30178	30	40000	0	200	25;25					31201	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Trang bŞ HËu NghÖ sö dông th¸i d­¬ng kh¶i gi¸p ®Ó luyÖn thµnh.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	18	0					
ChiÕn Cuång Xuyªn V©n Trang	0	101	30179	30	40000	0	200	25;25					31202	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Trang bŞ HËu NghÖ sö dông th¸i d­¬ng kh¶i gi¸p ®Ó luyÖn thµnh.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	18	0					
ChiÕn Cuång Xuyªn V©n Trang	0	101	30180	30	40000	0	200	25;25					31203	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Trang bŞ HËu NghÖ sö dông th¸i d­¬ng kh¶i gi¸p ®Ó luyÖn thµnh.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	18	0					
ChiÕn Cuång Minh T«n Trang	0	101	30181	30	40000	0	200	17;29					31204	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Vò khİ Khu Hån S­ sö dông, phµm nh©n khã mµ ®¹t ®­îc.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	20	0					
ChiÕn Cuång Minh T«n Trang	0	101	30182	30	40000	0	200	17;29					31205	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Vò khİ Khu Hån S­ sö dông, phµm nh©n khã mµ ®¹t ®­îc.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	20	0					
ChiÕn Cuång Minh T«n Trang	0	101	30183	30	40000	0	200	17;29					31206	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Vò khİ Khu Hån S­ sö dông, phµm nh©n khã mµ ®¹t ®­îc.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	20	0					
ChiÕn Cuång Minh T«n Trang	0	101	30184	30	40000	0	200	17;29					31207	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Vò khİ Khu Hån S­ sö dông, phµm nh©n khã mµ ®¹t ®­îc.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	20	0					
ChiÕn Cuång Cæ T©m Trang	0	101	30185	30	40000	0	200	17;29					31208	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Trang bŞ mµ dŞ vùc d­ìng cæ nh©n sö dông.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	21	0					
ChiÕn Cuång Cæ T©m Trang	0	101	30186	30	40000	0	200	17;29					31209	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Trang bŞ mµ dŞ vùc d­ìng cæ nh©n sö dông.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	21	0					
ChiÕn Cuång Cæ T©m Trang	0	101	30187	30	40000	0	200	17;29					31210	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Trang bŞ mµ dŞ vùc d­ìng cæ nh©n sö dông.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	21	0					
ChiÕn Cuång Cæ T©m Trang	0	101	30188	30	40000	0	200	17;29					31211	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Trang bŞ mµ dŞ vùc d­ìng cæ nh©n sö dông.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	21	0					
ChiÕn Cuång Phong L«i Trang	0	101	30189	30	40000	0	200	17;29					31212	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	H« bµi s¬n ®¶o h¶i chi phong, ho¸n l«i ®×nh v¹n qu©n chi lùc.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	23	0					
ChiÕn Cuång Phong L«i Trang	0	101	30190	30	40000	0	200	17;29					31213	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	H« bµi s¬n ®¶o h¶i chi phong, ho¸n l«i ®×nh v¹n qu©n chi lùc.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	23	0					
ChiÕn Cuång §¹i §Şa Trang	0	101	30191	30	40000	0	200	29;17					31214	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Trang bŞ Háa ThÇn Chóc Dung tõng sö dông.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	25	0					
ChiÕn Cuång §¹i §Şa Trang	0	101	30192	30	40000	0	200	29;17					31215	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Trang bŞ Háa ThÇn Chóc Dung tõng sö dông.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	25	0					
ChiÕn Cuång §¹i §Şa Trang	0	101	30193	30	40000	0	200	29;17					31216	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Trang bŞ Háa ThÇn Chóc Dung tõng sö dông.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	25	0					
ChiÕn Cuång §¹i §Şa Trang	0	101	30194	30	40000	0	200	29;17					31217	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Trang bŞ Háa ThÇn Chóc Dung tõng sö dông.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	25	0					
ChiÕn Cuång Tóy Méng Trang	0	101	30195	30	40000	0	200	25;25					31218	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Sö dông kho¸ng th¹ch ë trªn Quang Minh §Ønh ®Ó luyÖn thµnh.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	26	0					
ChiÕn Cuång Tóy Méng Trang	0	101	30196	30	40000	0	200	25;25					31219	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Sö dông kho¸ng th¹ch ë trªn Quang Minh §Ønh ®Ó luyÖn thµnh.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	26	0					
ChiÕn Cuång Tóy Méng Trang	0	101	30197	30	40000	0	200	25;25					31220	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Sö dông kho¸ng th¹ch ë trªn Quang Minh §Ønh ®Ó luyÖn thµnh.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	26	0					
ChiÕn Cuång Tóy Méng Trang	0	101	30198	30	40000	0	200	25;25					31221	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Sö dông kho¸ng th¹ch ë trªn Quang Minh §Ønh ®Ó luyÖn thµnh.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	26	0					
ChiÕn Cuång Ma Vùc  Trang	0	101	30199	30	40000	0	200	25;25					31222	70	1	1		\image\item\shoe\m1_le_006a1.spr	\image\item\shoe\m1_le_006a0.spr	Trang bŞ ma giíi chİ t«n sö dông, cã thÓ gäi quû hån.	±ê×¼ÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	27	0					
ChiÕn Cuång Ma Vùc  Trang	0	101	30200	30	40000	0	200	25;25					31223	70	1	2		\image\item\shoe\m2_le_006a1.spr	\image\item\shoe\m2_le_006a0.spr	Trang bŞ ma giíi chİ t«n sö dông, cã thÓ gäi quû hån.	¿ıÎàÄĞ³½ÉßÔÚËê×°	§· khãa		9	2	1	27	0					
ChiÕn Cuång Ma Vùc  Trang	0	101	30201	30	40000	0	200	25;25					31224	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Trang bŞ ma giíi chİ t«n sö dông, cã thÓ gäi quû hån.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	27	0					
ChiÕn Cuång Ma Vùc  Trang	0	101	30202	30	40000	0	200	25;25					31225	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Trang bŞ ma giíi chİ t«n sö dông, cã thÓ gäi quû hån.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	27	0					
ChiÕn Cuång Th¸nh N÷  Khè	0	101	30203	30	40000	0	200	25;25					31226	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	T­¬ng truyÒn tiªn n÷ thiªn ®×nh tõng sö dông.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	29	0					
ChiÕn Cuång Th¸nh N÷  Khè	0	101	30204	30	40000	0	200	25;25					31227	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	T­¬ng truyÒn tiªn n÷ thiªn ®×nh tõng sö dông.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	29	0					
ChiÕn Cuång Th¸nh Linh Khè	0	101	30205	30	40000	0	200	25;25					31228	70	2	3		\image\item\shoe\f2_le_006a1.spr	\image\item\shoe\f2_le_006a0.spr	Phô h÷u ®iªu thÇn ®İch chóc phóc, sø dông gi¶ kh¾c d÷ ®iªu t©m.	ĞÔ¸ĞÅ®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	30	0					
ChiÕn Cuång Th¸nh Linh Khè	0	101	30206	30	40000	0	200	25;25					31229	70	2	4		\image\item\shoe\f1_le_006a1.spr	\image\item\shoe\f1_le_006a0.spr	Phô h÷u ®iªu thÇn ®İch chóc phóc, sø dông gi¶ kh¾c d÷ ®iªu t©m.	½¿Ğ¡Å®³½ÉßÔÚËêÈ¹	§· khãa		9	2	1	30	0					
Thiªn H¹ V« Song Trang	0	101	30207	30	200000	0	200	40;40					31230	70	1	1		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	UyÓn nh­îc ®İch tinh quang, th«i nhi ®o¹t môc kiÕm	±ê×¼ÄĞÖËÔÆ×°	§· khãa		10;10	4	1		0		3	14	16	9
Thiªn H¹ V« Song Trang	0	101	30208	30	200000	0	200	40;40					31231	70	1	2		\image\item\shoe\ÄĞ»Æ½ğ×°a1.spr	\image\item\shoe\ÄĞ»Æ½ğ×°a0.spr	UyÓn nh­îc ®İch tinh quang, th«i nhi ®o¹t môc kiÕm	¿ıÎàÄĞÖËÔÆ×°	§· khãa		10;10	4	1		0		3	14	16	9
Thiªn H¹ V« Song Trang	0	101	30209	30	200000	0	200	40;40					31232	70	2	3		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	UyÓn nh­îc ®İch tinh quang, th«i nhi ®o¹t môc kiÕm	ĞÔ¸ĞÅ®ÖËÔÆ×°	§· khãa		10;10	4	1		0		3	14	16	9
Thiªn H¹ V« Song Trang	0	101	30210	30	200000	0	200	40;40					31233	70	2	4		\image\item\shoe\Å®»Æ½ğ×°a1.spr	\image\item\shoe\Å®»Æ½ğ×°a0.spr	UyÓn nh­îc ®İch tinh quang, th«i nhi ®o¹t môc kiÕm	½¿Ğ¡Å®ÖËÔÆ×°	§· khãa		10;10	4	1		0		3	14	16	9
Tèng L«i Hæ Dòng SÜ Trang	0	101	30211	30	100000	0	100	30;30					31237	75	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å×°ÄĞ¿ãa1.spr	\image\item\shoe\Ãµ¹å×°ÄĞ¿ãa0.spr	ChiÕn phôc dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)	±ê×¼ÄĞÃµ¹å×°	§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tèng L«i Hæ Dòng SÜ Trang	0	101	30212	30	100000	0	100	30;30					31238	75	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å×°ÄĞ¿ãa1.spr	\image\item\shoe\Ãµ¹å×°ÄĞ¿ãa0.spr	ChiÕn phôc dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)	¿ıÎàÄĞÃµ¹å×°	§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tèng L«i Hæ Dòng SÜ Trang	0	101	30213	30	100000	0	100	30;30					31239	75	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å×°Å®¿ãa1.spr	\image\item\shoe\Ãµ¹å×°Å®¿ãa0.spr	ChiÕn phôc dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)	ĞÔ¸ĞÅ®Ãµ¹å×°	§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tèng L«i Hæ Dòng SÜ Trang	0	101	30214	30	100000	0	100	30;30					31240	75	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\Ãµ¹å×°Å®¿ãa1.spr	\image\item\shoe\Ãµ¹å×°Å®¿ãa0.spr	ChiÕn phôc dòng sÜ do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n c«ng ®¹t ®Õn 120000)	½¿Ğ¡Å®Ãµ¹å×°	§· khãa	\script\newbattles\battle_equipment_jungong.lua	8	2	1		0					
Tèng L«i Hæ T­íng Trang	0	101	30215	30	200000	0	120	35;35					31241	80	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_021ba1.spr	\image\item\shoe\m1_le_021ba0.spr	ChiÕn phôc t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)	±ê×¼ÄĞÀ×»¢½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Trang	0	101	30216	30	200000	0	120	35;35					31242	80	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_021ba1.spr	\image\item\shoe\m2_le_021ba0.spr	ChiÕn phôc t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)	¿ıÎàÄĞÀ×»¢½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
Tèng L«i Hæ T­íng Trang	0	101	30217	30	200000	0	120	35;35					31243	80	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_021ba1.spr	\image\item\shoe\f2_le_021ba0.spr	ChiÕn phôc t­íng qu©n do Tø linh chi thÇn L«i Hæ cèng cho. <enter><color=Gold>( trang bŞ cÇn qu©n hµm t­íng qu©n hoÆc qu©n c«ng ®¹t ®Õn 800 000)	ĞÔ¸ĞÅ®À×»¢½«¾ü×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	9	1	1		0					
