ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID
1450	V« Song U Minh Phong Ma QuyÕt	<color=Glod> Tµ chó ®Æc biÖt	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter>Tµ chó cæ x­a hÊp thô o¸n khİ thi thÓ <enter>phong Ên nhá h¬n <color=Blue1>[=imme_0] <color=White> cÊp<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=Gold>U Minh Phong Ma Chó <color=White>ChuyÓn s¸t th­¬ng <color=Blue1>[=1014=state_0]% <color=White>qua c­¬ng thi <enter><color=White>T¨ng sinh lùc <color=Blue1>[=1014=state_1]%<enter><color=White>T¨ng x¸c suÊt xuÊt chiªu <color=Blue1>[=1014=state_2]%<enter><color=White>Néi c«ng phßng ngù t¨ng<color=Blue1>[=1014=state_3] <color=White>®iÓm<enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			:ÒõĞ°Îü»êÆøÇ°,ÒõĞ°Îü»êÆøºó		Îå¶¾\708_c(Ğ°Áé´ó·¨).3e	6	-1							Îå¶¾\708_a(Ğ°Áé´ó·¨).3e	1					Îå¶¾\Ğ°Áé´ó·¨A.wav	-6										ÓÄÚ¤»Ã¹í¾÷.spr	Tµ chó cæ x­a gióp b¶o vÖ b¶n th©n, phong Ên thi thÓ ®Ó mang theo bªn m×nh	Gold					
1452	V« Song HuyÒn Linh Cæ	<color=Gray>Phßng ngù cæ ®Æc biÖt hÖ linh	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter>CÇn tiªu hao 1 <color=Red1>[=cost_goods_id?1114138:Linh Cæ,1114139:Linh Lung Cæ,1114140:ThÊt Th¸i TiÓu Tiªn Cæ]<enter><color=White>Th¶ 1 cæ cã linh tİnh cùc m¹nh<enter>Gióp b¶n th©n t¨ng n¨ng lùc chiÕn ®Êu <color=Blue1>[=state_0]%<enter><color=White>Cã tû lÖ  <color=Blue0>[=state_5]% <color=White>gi¶m n÷a s¸t th­¬ng{<enter><color=White>ThÊt Th¸i TiÓu Tiªn Cæ [=skill_display_persist_time?1:cã thÓ]kİch ho¹t hiÖu qu¶ cæ phßng thñ}<enter><color=White>Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White> gi©y<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>[=skill_cast_interval/18] <color=White> gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng g©n cèt vµ linh ho¹t <color=Blue1>[=1016=state_0] <color=White> ®iÓm<enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			»Ã¹Æ													Îå¶¾\724_b(Áé¹Æ).3e	2			Îå¶¾\¶¾¹Æ.wav	9										Áé¹Æ.spr	Ngò §éc cæ thuËt phßng ngù ®Æc biÖt hÖ linh, TiÓu Cæ cã linh lùc siªu phµm gióp chñ nh©n n©ng cao n¨ng lùc	Gold					
1454	V« Song Cöu Thiªn Phong L«i QuyÕt	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_percent]% <color=White><enter>Dïng bïa tÕ trêi, ph¸ vì giíi h¹n Phong L«i TÕ<enter>Khi thi triÓn <color=Blue1>kh«ng bŞ h¹n chÕ tr¹ng th¸i Phong L«i<enter><color=White>Tèc ®é thi triÓn vâ c«ng t¨ng <color=Blue1>[=state_1]% <enter>S¸t th­¬ng B¨ng Phong QuyÕt t¨ng <color=Blue1>[=1034=state_1>]% <color=White><enter>Gi·n c¸ch thi triÓn Cang Phong QuyÕt gi¶m 		100			¾ª·çË²À×¾÷													ÃØ¼®\mj013_a(Ë²·ç¾ªÀ×¾÷).3e	1			ÃØ¼®\¾ª·çË²À×¾÷.wav						½£.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl			¾ª·çË²À×¾÷.spr	T©m ph¸p mËt tŞch C«n L«n, cã thÓ ph¸ gi¶i giíi h¹n Phong TÕ vµ L«i TÕ, h« giã ngù l«i tïy ı	Gold	Phong L«i TÕ Héi	<color=White>Thêi gian duy tr× kĞo dµi <color=Blue1>5 <color=White>gi©y			
1456	V« Song Håi Phong Tr¶m NhËt C«ng	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=Blue1>[=1034=state_2>/18] <color=White>gi©y<enter>Thêi gian duy tr× Ngù Phong QuyÕt kĞo dµi <color=Blue1>[=1034=state_3>/18] <color=White>gi©y<enter><color=White>Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter><color=White>Gi·n c¸ch sö dông <color=Green1>30 <color=White>gi©y <enter><color=White>HiÖu qu¶ vÜnh viÔn<enter>Sinh lùc tèi ®a t¨ng <color=Blue1>[=1295=state_0]<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			»Ø·æÁÒÑæ		ÃØ¼®\mj015_a(»Ø·æÁÒÑæ).3e	1										ÃØ¼®\mj015_b(»Ø·æÁÒÑæ).3e	1			Ã÷½Ì\»Ø·æÁÒÑæa.wav											»Ø·æÁÒÑæ.spr	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>NghŞch chuyÓn LiÖt DiÖm cuång néi thµnh mòi ®ao, mçi gi©y nhËn ®­îc 1 « né khİ vµ håi phôc 1% sinh lùc<enter>Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter>Gi·n c¸ch sö dông <color=Green1>90 <color=White>gi©y <enter><color=White>HiÖu qu¶ vÜnh viÔn<enter>Chİ m¹ng t¨ng <color=Blue1>[=1299=state_0]<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm	Gold	NhËt NguyÖt §ång Huy	MËt tŞch Minh Gi¸o Th¸nh ChiÕn, dïng LiÖt DiÖm Th«i Cèc t¨ng né khİ			
1458	V« Song Phô Kú Hµnh TrËn LÖnh	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Tû lÖ xuÊt chiªu t¨ng <color=Blue0>10%		100			¸ºÆìÁî																												¸ºÆìÁî.spr	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm kİch ho¹t Phô Kú LÖnh<enter>Chän 1 mÆt trËn kú ®Êu l­ng vµo nhau<enter>Dùa vµo lo¹i trËn kú t¹o hiÖu qu¶ vßng s¸ng hç trî ®ång ®éi trong ph¹m vi<enter><color=White>HiÖu qu¶ phô kú thuéc tİnh ngò hµnh vµ thêi gian duy tr× cã thÓ xem miªu t¶ kü n¨ng trËn kú<enter>Gi·n c¸ch sö dông <color=Green1>[=skill_cast_interval/18] <color=White>gi©y<enter>1 trËn ®Êu trong cïng mét thêi gian chØ ®­îc ®em 1 trËn kú <enter>HiÖu qu¶ vÜnh viÔn<enter><color=White>Sinh lùc tèi ®a t¨ng <color=Blue1>[=1301=state_2] <color=White>®iÓm<enter><color=White>Néi lùc tèi ®a t¨ng <color=Blue1>[=1301=state_3] <color=White>®iÓm<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm	Gold					
1460	V« Song Ng­ng HuyÕt Phong Hån Ên	<color=Red3> Hç trî phßng thñ chİnh diÖn	MËt tŞch Minh Gi¸o TrËn Binh<enter>Dïng cæ vò sÜ khİ		100			º®±ùÄıÑªÓ¡		ÃØ¼®\mj016_a(º®±ùÄıÑªÓ¡).3e	1										ÃØ¼®\mj016_b(º®±ùÄıÑªÓ¡).3e	2			ÃØ¼®\º®±ùÄıÑªÓ¡.wav											º®±ùÄıÑªÓ¡.spr	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White><enter>Lµm ®«ng b¨ng huyÕt, t¨ng c«ng lùc<enter>Sinh lùc tèi ®a t¨ng <color=Blue0>[=state_0]% <enter><color=White>T¨ng tèc ®é thi triÓn <color=Blue0>[=state_1]% <enter><color=White>T¨ng tèc ®é di chuyÓn <color=Blue0>[=state_2]% <enter><color=White>Duy tr× <color=Green1>15 <color=White>gi©y<enter>Gi·n c¸ch sö dông <color=Green1>60 <color=White>gi©y<enter><color=White>HiÖu qu¶ vÜnh viÔn<enter>T¨ng th©n ph¸p néi c«ng vµ g©n cèt <color=Blue1>[=1304=state_0] <color=White>®iÓm<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm	Gold	MËt tŞch Minh Gi¸o HuyÕt Nh©n, sinh lùc vµ tèc ®é t¨ng trong thêi gian ng¾n	B¨ng HuyÕt Giao Dung			
1462	V« Song Hång TrÇn Tóy Méng Ng©m	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>tiªu hao néi lùc <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter><enter>d¸ng móa ®Ñp m¾t khiÕn ng­êi say s­a<color=White>kÎ ®Şch tÊn c«ng vò tiªn trong ph¹m vi gÇn sÏ bŞ <color=Blue0>ngñ <enter><color=White>duy tr× <color=Blue0>5 <color=White>gi©y<enter><color=White>hiÖu qu¶ tóy méng thêi gian duy tr× <color=Green1>15 <color=White>gi©y<enter><color=White>vâ c«ng sö dông gi·n c¸ch <color=Green1>60 <color=White>gi©y<enter><color=White>hiÖu qu¶ vÜnh viÔn<enter>t¨ng tû lÖ chİnh x¸c <color=Blue1>[=1307=state_0] <color=White>®iÓm<enter>t¨ng tû lÖ nĞ tr¸nh <color=Blue1>[=1307=state_1] <color=White>®iÓm<enter><color=White>tÊt c¶ sè ®iÓm thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			×íÃÎÒ÷		ÃØ¼®\×íÃÎÒ÷_a.3e	1										ÃØ¼®\×íÃÎÒ÷_b.3e	1			ÃØ¼®\×íÃÎÒ÷.wav											×íÃÎÒ÷.spr	Vò ®¹o mËt tŞch Thóy Yªn Vò Tiªn, ng­êi cã tµ ı sÏ bŞ ch×m vµo giÊc ngñ say	Gold	TrÇm H­¬ng Di Méng	<color=White>Håi sinh lùc b¶n th©n <color=Blue0>5%			
1464	V« Song Phong Hoa Thiªn DiÖp	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>§iÖu móa yªu kiÒu ai ai còng say mª<enter><color=White>KÎ thï cËn chiÕn cña Vò Tiªn sÏ bŞ <color=Blue0>ngñ say <enter><color=White>Duy tr× <color=Blue0>5 <color=White>gi©y<enter><color=White>HiÖu qu¶ Tóy Méng duy tr× <color=Green1>10 <color=White>gi©y<enter><color=White>Gi·n c¸ch sö dông <color=Green1>60 <color=White>gi©y<enter><color=White>HiÖu qu¶ vÜnh viÔn<enter>Chİnh x¸c t¨ng <color=Blue1>[=1307=state_0] <color=White>®iÓm<enter>NĞ tr¸nh t¨ng <color=Blue1>[=1307=state_1] <color=White>®iÓm<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			·±»¨Ã¯		ÃØ¼®\·±»¨Ã¯_a.3e	1										ÃØ¼®\·±»¨Ã¯_b.3e	1			´äÑÌ\·±»¨Ã¯a.wav											·±»¨Ã¯.spr	MËt tŞch Thóy Yªn Linh N÷, trong mét kho¶ng thêi gian khiÕn kÎ thï c«ng kİch bŞ gi¶m tèc vµ gi¶m toµn bé thuéc tİnh	Gold	Thiªn ¶nh Ng­ng H­¬ng	<color=White>Thêi gian duy tr× vâ c«ng kĞo dµi <color=Green1>5 <color=White>gi©y			
1466	V« Song Tiªu Dao L¨ng Ba Vi Bé	<color=Gold> Vâ c«ng thÇn bİ	<enter>Sau khi kİch ho¹t mçi gi©y thÓ lùc tiªu hao <color=Red1>[=state_5] ®iÓm<enter><color=White>di chuyÓn mçi <color=Blue1>[=state_2/18] <color=White>gi©y t¨ng tèc <color=Blue1>[=state_0]%<enter><color=White>giíi h¹n t¨ng tèc <color=Blue1>[=skill_display_persist_time]%{<enter><color=White>Di chuyÓn kÌm <color=Blue1> [=state_3?1603:İt,1605: ,1610:nhiÒu]bãng më}<enter><color=White>Sau khi khi kİch ho¹t sö dông kü n¨ng kh¸c tèc ®é sÏ mÊt ®i<enter><color=White>ThÓ lùc tiªu hao hÕt tù ®éng mÊt hiÖu qu¶ <enter><color=White>Thêi gian duy tr× <color=Green1>vÜnh viÔn<enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>Gi¶m s¸t th­¬ng tõ kü n¨ng trÊn ph¸i <color=Blue1>[=1467=state_0]% <enter><color=White>T¨ng thÓ lùc<color=Blue1>[=1467=state_1] <color=White>®iÓm		100																															Áè²¨Î¢²½.spr	Bé ph¸p thÇn bİ, v« cïng uyÓn chuyÓn	Gold					
1469	Tiªu Dao t©m ph¸p tµn quyÓn	<color=Gold> Vâ c«ng thÇn bİ	HiÖu qu¶ vÜnh c÷u<enter><color=White>Gi¶m s¸t th­¬ng tõ kü n¨ng trÊn ph¸i <color=Blue1>[=1469=state_0]% 		100																															Áè²¨Î¢²½.spr	T©m ph¸p tèi th­¬ng cña ph¸i Tiªu Dao, cã thÓ lµm gi¶m s¸t th­¬ng tõ kü n¨ng trÊn ph¸i	Gold					
1470	Tiªu Dao L¨ng Ba Vi Bé	<color=Gold> Vâ c«ng thÇn bİ	<enter>Sau khi kİch ho¹t mçi gi©y thÓ lùc tiªu hao <color=Red1>[=state_5] ®iÓm<enter><color=White> khi di chuyÓn mçi <color=Blue1>[=state_2/18] <color=White> gi©y t¨ng tèc <color=Blue1>[=state_0]%<enter><color=White>Giíi h¹n t¨ng tèc <color=Blue1>[=skill_display_persist_time]%{<enter><color=White>Di chuyÓn kÌm <color=Blue1> [=state_3?1603:İt,1605: ,1610:nhiÒu]bãng mê}<enter><color=White>Sau khi kİch ho¹t, sö dông kü n¨ng kh¸c tèc ®é sÏ mÊt ®i<enter><color=White>ThÓ lùc tiªu hao hÕt sÏ tù ®éng mÊt hiÖu qu¶<enter><color=White>Thêi gian duy tr× sau khi kİch ho¹t lµ<color=Green1>vÜnh viÔn<enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng giíi h¹n thÓ lùc <color=Blue1>[=1470=state_0] <color=White>®iÓm		100																															Áè²¨Î¢²½.spr	Bé ph¸p thÇn bİ, v« cïng uyÓn chuyÓn	Gold					

30122	CÊp tèc	Kü n¨ng kinh m¹ch chñ ®éng <color=Gold>	<enter>Khi kİch ho¹t mçi gi©y tiªu hao thÓ lùc <color=Red1>[=state_5]®iÓm<enter><color=White> khi di chuyÓn mçi <color=Blue1>[=state_2/18] <color=White>gi©y t¨ng tèc <color=Blue1>[=state_0]%<enter><color=White> Giíi h¹n t¨ng tèc <color=Blue1>[=skill_display_persist_time]%<enter><color=White>nĞ tr¸nh t¨ng <color=Blue1>[=state_6]{<enter><color=White>Di chuyÓn kÌm<color=Blue1> [=state_3?1603:İt,1605: ,1610:nhiÒu] bãng mê}<enter><color=White> Sau khi kİch ho¹t, sö dông kü n¨ng kh¸c tèc ®é sÏ mÊt ®i <enter><color=White> ThÓ lùc tiªu hao hÕt sÏ tù ®éng mÊt hiÖu qu¶ <enter><color=White> Thêi gian duy tr× sau khi kİch ho¹t lµ <color=Green1>vÜnh viÔn		100																															¼²·ç-´ó.spr	Bé ph¸p thÇn bİ, v« cïng uyÓn chuyÓn	Gold					
30123	ThiÓm HiÓn	Kü n¨ng kinh m¹ch chñ ®éng <color=Gold>	<color=White>Tiªu hao néi lùc <color=Red1>5%<enter><color=Blue1>chíp m¾t di chuyÓn ®Õn vŞ trİ chØ ®Şnh <enter><color=White>Gi·n c¸ch sö dông<color=Blue1>[=skill_cast_interval/18]<color=White>gi©y		100			Óù½£¾÷		Îäµ±\413_a(Óù½£¾÷).3e	1		Îäµ±\413_b(Óù½£¾÷).3e	1											Îäµ±\Óù½£¾÷.wav							±ê×¼ÄĞ.Ani	°×É«1.Mtl			Áé¶¯-´ó.spr	Ph¸p c«ng thÇn bİ, chíp m¾t chuyÓn ®Õn ®Şa ®iÓm chØ ®Şnh	Gold					
30124	Ph¸ Phñ	Kü n¨ng kinh m¹ch chñ ®éng <color=Gold>	<color=White>Tiªu hao néi lùc <color=Red1>5%<enter><color=White>trong thêi gian hiÖu lùc<enter>giíi h¹n sinh lùc t¨ng<color=Blue1>[=state_0]<color=White>®iÓm<enter><color=White>Néi c«ng phßng ngù t¨ng<color=Blue1>[=state_1]<color=White>®iÓm<enter><color=White>duy tr× <color=Blue1>10<color=White>gi©y<enter><color=White>gi·n c¸ch sö dông <color=Blue1>300<color=White>gi©y		100																ÉÙÁÖ\022_b(½ğ¸Õ²»»µ).3e	1			Ø¤°ï\ÃîÊÖ¾÷.wav											Íõ°Ô-´ó.spr	Ph¸p c«ng thÇn bİ, n©ng cao ®iÓm sinh lùc	Gold					
30125	Néi Háa	Kü n¨ng kinh m¹ch bŞ ®éng <color=Gold>	<color=White>BŞ ®éng t¨ng néi c«ng<color=Blue1>[=state_0]<color=White>®iÓm<enter><color=White>BŞ ®éng t¨ng chİnh x¸c <color=Blue1>[=state_1]<color=White>®iÓm		100																															»ÛÑÛ-´ó.spr	Ph¸p c«ng thÇn bİ, n©ng cao ®iÓm néi lùc	Gold					
30126	Kü n¨ng §«ng Ph­¬ng BÊt B¹i 1				100			*¼¼ÄÜ01																												Áè²¨Î¢²½.spr							
30127	Kü n¨ng §«ng Ph­¬ng BÊt B¹i 2				150			*¼¼ÄÜ02																												Áè²¨Î¢²½.spr							
30130	§«ng Ph­¬ng BÊt B¹i kü tam				100			*¼¼ÄÜ02																												Áè²¨Î¢²½.spr							
1594	Kü n¨ng kiÕm v« 1				250			*¹¥»÷01		Îäµ±\415_a(Ì«ÒÒÈıÇå½£).3e	1																				½£.blade	±ê×¼ÄĞ.Ani	»ÆÉ«1.Mtl										
1607	npc l«i kİch				100			*¹¥»÷01		À¥ÂØ\804_a(ÌìÀ×·û).3e	1																																

1491	Tİch D­¬ng kiÕm khİ				100			*¹¥»÷01		Îäµ±\411_a(ÖËÑô½£Æø).3e	1																																
1499	boss Nhu V©n B¨ng KiÕm				100			*¹¥»÷01		ÆäËû\Ë®Õó·¨.3e	1																																
1500	boss Nhu V©n Khñng Cô				100			*¹¥»÷01		ÆäËû\ÍÁÕó·¨.3e	1																																
1501	boss Nhu V©n ThiÓm Quang				100			*¹¥»÷01		ÆäËû\½ğÕó·¨.3e	1																																
1502	boss Thiªn L«i Phï				100			*¹¥»÷01		ÆäËû\»ğÕó·¨.3e	1																																
1503	boss Tam Thanh KiÕm				100			*¹¥»÷01		ÆäËû\½ğÕó·¨.3e	1																																
1514	npc Chİch D­¬ng KiÕm Khİ				100			*¹¥»÷01		Îäµ±\411_a(ÖËÑô½£Æø).3e	1																																
1515	npc Th¸i Êt Tam Thanh KiÕm				100			*¹¥»÷02		ÆäËû\½ğÕó·¨.3e	1																																
1516	npc Ngäc N÷ KiÕm Ph¸p				100			*¹¥»÷01																																			
1517	npc Quan ¢m QuyÕt				100			*¹¥»÷02		¶ëáÒ\201_a(¹ÛÒô¾÷).3e	1																																
1518	npc §¹t Ma Vâ Kinh				100			*¹¥»÷01		ÉÙÁÖ\006_a(´ïÄ¦Îä¾­).3e	1																																
1519	npc Nhiªn Méc §ao Ph¸p				100			*¹¥»÷02																																			
1520	npc B¹o Vò Lª Hoa Ch©m				100			*¹¥»÷01		ÌÆÃÅ\110_a(±©ÓêÀæ»¨Õë).3e	1																																
1521	npc M·n Thiªn Hoa Vò				100			*¹¥»÷02		ÌÆÃÅ\113_a_1(ÂúÌì»¨Óê).3e	1																																
1522	npc §éc Cæ				100			*¹¥»÷01																																			
1523	npc Cuång Phong Tr¶o				100			*¹¥»÷02																																			
1524	npc Lôc Hîp Ch­ëng Ph¸p				100			*¹¥»÷01		Ø¤°ï\302_b(°ÔÍõÈ­).3e	6																																
1526	npc vßng s¸ng håi m¸u																				ÆäËû\°ÍÉ½Ò¹Óê.3e	1																					
1527	npc vßng s¸ng phßng ngù																				npcÌØĞ§\601_a(NPCÎŞµĞ).3e	0																					
1528	npc KhÈn Gi¶o				100			*¹¥»÷01													Îå¶¾\715_b(Ñª¹Æ).3e	4																					
1531	UyÓn Thanh Nhi Ph¸ Phong Th­¬ng				200			Ñî¼ÒÆÆ·çÇ¹_ÂíÏÂ																																			
1532	UyÓn Thanh Nhi TuyÒn Phong KiÕm Khİ				150			ÖË·çĞı		¶ëáÒ\215_a(ËæÒâÇú).3e	1																																
1533	UyÓn Thanh Nhi tr¹ng th¸i tù th©n				150			½ğ²õ¹¦		ÃØ¼®\½ğ²õ¹¦.3e	1																																
1537	Tr¹ng th¸i B¨ng S­¬ng																				ÆäËû\ĞéÈõÎŞÁ¦01.3e	1																					
1538	Tr¹ng th¸i Háa DiÔm																																										
1540	npc c«ng kİch s¸t th­¬ng				100			*¹¥»÷00		Îäµ±\411_a(ÖËÑô½£Æø).3e	1																																
1544	npc c«ng kİch gi¶m tèc lµm chËm				100			*¹¥»÷00		ÌÆÃÅ\113_a_1(ÂúÌì»¨Óê).3e	1																																
1545	npc c«ng kİch ®éc				100			*¹¥»÷00		ÌÆÃÅ\113_a_1(ÂúÌì»¨Óê).3e	1																																
1546	npc c«ng kİch phßng thñ				100			*¹¥»÷00		ÉÙÁÖ\006_a(´ïÄ¦Îä¾­).3e	1																																
1608	npc l«i b¹o				100			*¹¥»÷01		À¥ÂØ\812_a(ÎåÀ×Õı·¨·û).3e	1																																
1614	¸m khİ Bµn Long Trô				100			*¹¥»÷01		ÌÆÃÅ\110_a(±©ÓêÀæ»¨Õë).3e	1																																
30132	npc D­¬ng Quan Tam TiÖp				100			:µ¯ÇÙ2a,µ¯ÇÙ2b		¶ëáÒ\217_b(Ñô¹ØÈıµş).3e	1	-1							¶ëáÒ\217_c(Ñô¹ØÈıµş).3e	1					Nga My\D­¬ng Quang Tam §iÖp.wav+	18										Ñô¹ØÈıµş.spr		Gold	§µo Mª LiÔu Lo¹n				
30133	npc D­¬ng Quan Tam TiÖp (tö)																																						§µo Mª LiÔu Lo¹n				
1566	HuyÕt HÇu Lang QuyÒn				100			*¹¥»÷01		ÆäËû\Ö÷½ÇÉı¼¶.3e	2																																
1567	HuyÕt HÇu Håi HuyÕt				100			*¹¥»÷01		Îå¶¾\708_a(Ğ°Áé´ó·¨).3e	1																																
1568	ThÊt S¸t næ tung				100			*¹¥»÷01		ÆäËû\npcË¢ĞÂ.3e	1																																
1569	ThÊt S¸t næ tung nhiÒu lÇn				100			*¹¥»÷01		ÆäËû\npcË¢ĞÂ.3e	1																																
1570	S¸t Ph¸ Lang c«ng kİch				100			*¹¥»÷01		ÆäËû\Ö÷½ÇÉı¼¶.3e	1																																
1571	S¸t Ph¸ Lang la hĞt				100			*¹¥»÷01		ÌÆÃÅ\112_a(º¬É³ÉäÓ°).3e	1										ÆäËû\Ê¥µ®Ê÷ÌØĞ§3 60%.3e	2																					
1572	Phôc Méng ngñ mª				100			*¹¥»÷01		¶ëáÒ\ÌìÒôÕò»êÇú_a1.3e	1																																
1573	Tham Lam Chi Méng c«ng kİch 				100			*¹¥»÷01		Îäµ±\411_a(ÖËÑô½£Æø).3e	1																																
1574	 PhÉn Né Chi Méng c«ng kİch				100			*¹¥»÷01		Ø¤°ï\314_c2(°ÔÍõĞ¶¼×).3e	1																																
1575	Si Mª Chi Méng c«ng kİch 				100			*¹¥»÷01		Îå¶¾\701_a(²ÙÊ¬Êõ).3e	1																																
1576	Bµn Xµ c«ng kİch 				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	À¶É«.Mtl										
1577	Tö §iÖn c«ng kİch				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	°×É«2.Mtl										
1578	§o¹n Thñy c«ng kİch				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	ºìÉ«.Mtl										
1579	TriÒu D­¬ng c«ng kİch				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	»ÆÉ«1.Mtl										
1580	Th¹ch DuyÖt c«ng kİch 				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	°×É«1.Mtl										
1581	§é Hån c«ng kİch				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	À¶É«.Mtl										
1582	Hiªn Viªn c«ng kİch 				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	°×É«2.Mtl										
1583	Truy T×nh c«ng kİch				100			*¹¥»÷01		ÆäËû\»Ø³Ç.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	ºìÉ«.Mtl										
1584	Tµng S¸t triÖu håi				100			*¹¥»÷01		ÆäËû\Ö÷½ÇÉÏÏß.3e	1																				½£.blade	±ê×¼ÄĞ.Ani	»ÆÉ«1.Mtl										
1585	Trang th¸i Ma KiÕm				100			*¹¥»÷01		ÆäËû\Ö÷½ÇÉı¼¶.3e	1																																
1586	Vßng s¸ng Thiªn Sİ CÇu																				ÆäËû\»ğ¾æÌ¨Ê¥»ğ.3e	2																					
1587	Vßng s¸ng Minh Hµn CÇu																				ÆäËû\»ğ¾æÌ¨Ê¥»ğ.3e	2																					
1588	Kü N¨ng Tµ Hoa 1				100			*¹¥»÷01		¶ëáÒ\215_a(ËæÒâÇú).3e	1																																
1589	Kü N¨ng Tµ Hoa 2				100			*¹¥»÷01		ÑîÃÅ\617_a(Ñî¼Ò»ÃÉñ¾÷).3e	1										ÆäËû\»ıÆøÇò.3e	1																					
1590	Kü n¨ng Thu Thñy 1				100			*¹¥»÷01		¶ëáÒ\201_a(¹ÛÒô¾÷).3e	1																				½£.blade	±ê×¼ÄĞ.Ani	À¶É«.Mtl										
1591	Kü n¨ng Thu Thñy 2				100			*¹¥»÷01		¶ëáÒ\208_a_1(ÆÕ¼ÃÖÚÉú).3e	1										ÆäËû\Ê¥µ®Ê÷ÌØĞ§1 40%.3e	1									½£.blade	±ê×¼ÄĞ.Ani	À¶É«.Mtl										
1592	Kü n¨ng L¹c Hoa 1				100			*¹¥»÷01		Îäµ±\420_a(ÕæÎäÆß½Ø½£).3e	1																				½£.blade	±ê×¼ÄĞ.Ani	°×É«2.Mtl										
