enum_core	string
LOC_MERIDIAN_SYSTEM_NO_EFFECT	HÖ thèng kinh m¹ch vÉn ch­a khai th«ng, thuéc tÝnh huyÖt vÞ kh«ng cã hiÖu lùc
LOC_MERIDIAN_SELECT_SKILL_OP	NhÊp chuét ph¶i lªn kü n¨ng lùa chän HuyÖt VÞ
LOC_EQUIP_THEN_BIND	bÞ khãa sau khi trang bÞ xong
LOC_CONFIRM_EQUIP_WILL_BIND	VËt phÈm nµy ®­îc trang bÞ xong sÏ bÞ khãa, X¸c ®Þnh cã muèn trang bÞ kh«ng??
LOC_G_DING10_STONE_EFFECT	§¹i §Þnh Hån:+10
LOC_G_EMBROIDERY_TITLE	Thªu
LOC_G_EMBROIDERY_PART	VÞ trÝ ngo¹i trang:    %s
LOC_G_EMBROIDERY_EFFECT	HiÖu qu¶ thªu:      %s
LOC_G_EMBROIDERY_COST	Thªu:    %d vµng
LOC_G_EMBROIDERY_COMFIRM	Ngo¹i trang ®· ®­îc thªu, thªu lÇn n÷a sÏ bÞ trïng, cã muèn thªu n÷a kh«ng??
LOC_G_EMBROIDERY_PUTIN	H·y bá ngo¹i trang vµo
LOC_G_EMBROIDERY_SUCCESS	Thao t¸c thµnh c«ng
LOC_G_EMBROIDERY_FAIL	Thao t¸c thÊt b¹i
LOC_G_EMBROIDERY_PUTINWENSHI	H·y bá hoa v¨n vµo
LOC_G_EMBROIDERY_CANSTART	B¾t ®Çu thªu
LOC_G_EMBROIDERY_WILL_BIND	Ngo¹i trang sau khi thªu sÏ bÞ khãa l¹i
LOC_G_EQUIP_UNBIND	Gi¶i khãa trang bÞ
LOC_G_PUTIN_STUFF	Kh«ng ®ñ nguyªn liÖu cÇn thiÕt
LOC_G_UNBINDEQUIP_DESC	Gi¶i khãa gióp trang bÞ bÞ khãa cã thuéc tÝnh tù khãa sau khi ®­îc trang bÞ
LOC_G_UNBINDEQUIP_CAN_START	B¾t ®Çu gi¶i khãa
LOC_G_UNBINDEQUIP_CANNOT_START	Trang bÞ nµy kh«ng thÓ gi¶i khãa
LOC_G_UNBINDEQUIP_PUTIN	H·y cho trang bÞ khãa vµo
LOC_ENHANCE_SAFE_DETAIL	Sau khi c­êng hãa thÊt b¹i sÏ kh«ng rít cÊp
LOC_ENHANCE_ITEM_DINGHUN	§Þnh Hån +%d
LOC_ENHANCE_ITEM_MSG2PLAYER	Msg2Global(GetName()..'®· c­êng hãa thµnh c«ng %s ®Õn cÊp %d')
LOC_KNIFE_STONNE_ITEM_COST	Mµi trang bÞ cÇn tiªu hao nguyªn liÖu 
LOC_KNIFE_STONE_MONEY_COST	Mµi trang bÞ cÇn tiªu hao vµng
LOC_MSG_USE_DUMMY_REVIVAL_OTHER	C¸c h¹ ®· sö dông ThÕ Th©n Phï, cã muèn håi sinh t¹i chç   %d  gi©y
LOC_TRANSLIFE_LEVEL	%d chuyÓn %d cÊp
LOC_MERIDIAN_LEVEL_0	Ch­a
LOC_MERIDIAN_LEVEL_1	Vâ HiÒn
LOC_MERIDIAN_LEVEL_2	Vâ T­íng
LOC_MERIDIAN_LEVEL_3	Vâ V­¬ng
LOC_MERIDIAN_LEVEL_4	Vâ T«n
LOC_MERIDIAN_LEVEL_5	Vâ Hoµng
LOC_MERIDIAN_LEVEL_6	Vâ Th¸nh
LOC_ARMY_LEVEL_0	Ch­a
LOC_ARMY_LEVEL_1	Binh sÜ
LOC_ARMY_LEVEL_2	HiÖu óy
LOC_ARMY_LEVEL_3	§« thèng
LOC_ARMY_LEVEL_4	Tiªn phong
LOC_ARMY_LEVEL_5	T­íng qu©n
LOC_ARMY_LEVEL_6	Nguyªn So¸i
LOC_ARMY_LEVEL_7	Nguyªn so¸i vÜnh viÔn
LOC_NEWTASK_MERIDIAN_STTRING	Ch©n khi: %d
LOC_COLLECTION_T_UNKNOWN	L­u tr÷ ch­a râ
LOC_COLLECTION_T_COAT	L­u tr÷ ngo¹i trang
LOC_COLLECTION_T_COAT_ENCHANTS	L­u tr÷ ngo¹i trang uÈn linh
LOC_COLLECTION_T_HORSE	L­u tr÷ thó c­ìi"
LOC_COLLECTION_T_FOLLOWER	L­u tr÷ thó nu«i
LOC_COLLECTION_T_ORNAMENT	L­u tr÷ trang søc treo h«ng
LOC_COLLECTION_OT_SELL	B¸n
LOC_COLLECTION_OT_GIFT	TÆng quµ
LOC_COLLECTION_OT_POP	LÊy
LOC_COLLECTION_OT_PUSH	NhËp vµo
LOC_MSG_COLLECTIONCOIN_NOT_ENOUGH	§iÓm TiÕu Y Ph­¬ng cña c¸c h¹ kh«ng ®ñ %u
LOC_MSG_COLLECTIONCOIN_ADD	C¸c h¹ nhËn ®­îc %u ®iÓm TiÕu Y Ph­¬ng
LOC_MSG_COLLECTIONCOIN_DEC	C¸c h¹ ®· sö dông %u ®iÓm TiÕu Y Ph­¬ng
LOC_LOG_COST_COLLECTION_COIN	Tiªu hao ®iÓm l­u tr÷
LOC_STR_COLLECTION	L­u uÈn linh:
LOC_STR_COLLECTION_HAVE	§· l­u tr÷
LOC_STR_COLLECTION_HAVENT	Ch­a l­u tr÷
LOC_STR_COLLECTION_NOT_SALE	[Kh«ng b¸n]
LOC_STR_CAN_SEPERATE_ONLY_BAG	ChØ cã thÓ t¸ch vËt phÈm trong hµnh trang vµ r­¬ng gi÷ ®å
LOC_STR_EQUIP_IN_CD	sau khi sö dông kü n¨ng mang c«ng kÝch trong vong 18 gi©y kh«ng thÓ thay ®æi trang bÞ
LOC_STR_EXCHG_EQUIP_FAIL	Trang bÞ chê håi phôc sö dông
LOC_G_ITEM_PET_LINGXING	Linh tÝnh:
LOC_G_ITEM_PET_XUNLD	§é huÊn luyÖn:
LOC_G_ITEM_PET_SKILL	Kü n¨ng:
LOC_STR_EXCHANGE_SERVER_LIMIT	B¶n ®å liªn server kh«ng thÓ tiÕn hµnh thao t¸c nµy
LOC_G_EQUIP_FEED_RESET_GROW	Trïng luyÖn trang bÞ
LOC_G_EQUIP_FEED_RESET_GROW_DESC	Trïng luyÖn trang bÞ cã thÓ thiÕt lËp l¹i ph¸t triÓn thuéc tÝnh cña trang bÞ
LOC_G_EQUIP_FEED_RESET_UNLOCK	Tinh luyÖn trang bÞ
LOC_G_EQUIP_FEED_RESET_UNLOCK_DESC	Tinh luyÖn trang bÞ cã thÓ thiÕt lËp l¹i thuéc tÝnh më khãa cña trang bÞ
LOC_G_EQUIP_FEED_RESET_GROW_CAN_START	Cã thÓ b¾t ®Çu trïng luyÖn
LOC_G_EQUIP_FEED_RESET_UNLOCK_CAN_START	Cã thÓ b¾t ®Çu tinh luyÖn
LOC_G_EQUIP_FEED	D­ìng thµnh trang bÞ
LOC_G_EQUIP_FEED_DESC	Trang bÞ nu«i d­ìng cã thÓ t¨ng thªm d­ìng thµnh ®¼ng cÊp thuéc tÝnh vµ më khãa thuéc tÝnh míi
LOC_G_EQUIP_FEED_CAN_START	Cã thÓ b¾t ®Çu nu«i d­ìng
LOC_G_EQUIP_FEED_FOOD_EXP	NhËn ®iÓm
LOC_G_EQUIP_FEED_CUR_EXP	HiÖn t¹i 
LOC_G_EQUIP_FEED_NEW_EXP	Sau khi d­ìng thµnh
LOC_G_EQUIP_FEED_LEVEL	 cÊp 
LOC_G_EQUIP_FEED_UNLOCK	Më khãa
LOC_G_COMM_ENHANCE_CANNOT_START	Trang bÞ chÝnh kh«ng thÓ thùc hiÖn thao t¸c
LOC_G_COMM_ENHANCE_PUTIN_MAIN	Xin h·y ®Æt ®¹o cô chÝnh vµo
LOC_G_STAR_LEVEL	CÊp sao:
LOC_G_SHOP_VIP_LEVEL	CÊp Vip:  ViP%d
LOC_G_SHOP_VIP_EXP	Kinh nghiÖm Vip: %d/%d
LOC_G_ADD_YINJUAN	Ng­¬i nhËn ®­îc %d ®iÓm Ng©n PhiÕu
LOC_G_DEC_YINJUAN	Ng­¬i ®· tiªu hao %d ®iÓm Ng©n PhiÕu
LOC_G_ADD_JINJUAN	Ng­¬i nhËn ®­îc %d ®iÓm Kim PhiÕu
LOC_G_DEC_JINJUAN	Ng­¬i ®· tiªu hao %d ®iÓm Kim PhiÕu
LOC_G_ADD_ENERGY	Ng­¬i nhËn ®­îc %d ®iÓm Tinh Lùc
LOC_G_DEC_ENERGY	Ng­¬i ®· tiªu hao %d ®iÓm Tinh Lùc
LOC_KNIFE_STONE_NOTICE	H·y ®Æt vò khÝ vµo ®Ó tiÕn hµnh mµi
LOC_KNIFE_STONE_WEAPON_ATK	Lùc c«ng kÝch cña vò khÝ nµy cã thÓ ®¹t ®Õn trÞ sè cao nhÊt lµ: <enter> ngo¹i c«ng: %d-%d<enter> néi c«ng: %d-%d
LOC_KNIFE_STONE_NOTICE2	Trong ph¹m vi nhÊt ®Þnh ngÉu nhiªn ®iÒu chØnh søc c«ng kÝch vò khÝ 
LOC_3V3_MSG1	Ng­¬i ®· vµo phèi hîp ®éi ngò, vµ kh«ng cho phÐp thao t¸c tæ ®éi
LOC_3V3_MSG2	Ng­¬i ®· rêi khái phèi hîp ®éi ngò.
LOC_3V3_UI_INFO1	%d giê
LOC_3V3_UI_INFO2	%d phót
LOC_3V3_UI_INFO3	%d gi©y
LOC_3V3_UI_INFO4	§ang t×m sè liÖu xÕp h¹ng [3V3]%s, xin chê ®îi...
LOC_3V3_UI_INFO5	Sè liÖu xÕp h¹ng [3V3]%s ®· ®æi míi
LOC_3V3_UI_INFO6	[3V3] nhËn xÕp h¹ng %s ®· hoµn thµnh
LOC_3V3_INFO_BASE1	Server Nguån
LOC_3V3_INFO_BASE2	Liªn Server
LOC_FIGHTTEAM_MSG_HEAD	ChiÕn ®éi
LOC_FIGHTTEAM_MSG_CUSTOM	%s
LOC_FIGHTTEAM_MSG_CREATE	%s lËp chiÕn ®éi thµnh c«ng
LOC_FIGHTTEAM_MSG_DISBAND	%s  gi¶i t¸n chiÕn ®éi
LOC_FIGHTTEAM_MSG_RENAME	ChiÕn ®éi cña ng­¬i ®· ®æi tªn thµnh %s
LOC_FIGHTTEAM_MSG_ADD_MEMBER	%s  trë thµnh ®éi ngò cña ng­¬i
LOC_FIGHTTEAM_MSG_DEL_MEMBER	%s  rêi khái chiÕn ®éi
LOC_FIGHTTEAM_MSG_DISMISS_MEMBER	%s  ®· mêi ng­¬i ra khái chiÕn ®éi
LOC_FIGHTTEAM_MSG_LEFT_TEAM	Ng­¬i ®· rêi khái chiÕn ®éi
LOC_FIGHTTEAM_MSG_JOIN_REQUEST_SRC	Ng­¬i ®· xin gia nhËp chiÕn ®éi %s råi, ®îi ®èi ph­¬ng xö lý
LOC_FIGHTTEAM_MSG_JOIN_REQUEST_DST	%s xin gia nhËp chiÕn ®éi cña ng­¬i, h·y ®Õn giao diÖn chiÕn ®éi xö lý
LOC_FIGHTTEAM_MSG_APPLY_REFUSE	§èi ph­¬ng cù tuyÖt ng­¬i gia nhËp
LOC_FIGHTTEAM_MSG_NAME_CAN_USE	Cã thÓ sö dông tªn nµy
LOC_FIGHTTEAM_MSG_OPERATION_FAILED	Thao t¸c thÊt b¹i
LOC_FIGHTTEAM_MSG_OPERATION_FORBIT	Thao t¸c thÊt b¹i, thao t¸c nµy bÞ cÊm
LOC_FIGHTTEAM_MSG_SRC_TEAM_IS_FULL	Thao t¸c thÊt b¹i, nh©n sè chiÕn ®éi cña ng­¬i ®· ®Çy
LOC_FIGHTTEAM_MSG_DST_TEAM_IS_FULL	Thao t¸c thÊt b¹i, nh©n sè chiÕn ®éi cña ®èi ph­¬ng ®· ®Çy
LOC_FIGHTTEAM_MSG_SRC_IN_TEAM	Thao t¸c thÊt b¹i, ng­¬i ®· ë trong chiÕn ®éi
LOC_FIGHTTEAM_MSG_DST_IN_TEAM	Thao t¸c thÊt b¹i, ®èi ph­¬ng ®· cã chiÕn ®éi
LOC_FIGHTTEAM_MSG_SRC_NO_TEAM	Thao t¸c thÊt b¹i, hiÖn t¹i ng­¬i vÉn ch­a cã chiÕn ®éi
LOC_FIGHTTEAM_MSG_DST_NO_TEAM	Thao t¸c thÊt b¹i, hiÖn t¹i ®èi ph­¬ng vÉn ch­a cã chiÕn ®éi
LOC_FIGHTTEAM_CANNOT_BE_RENAMED	Thao t¸c thÊt b¹i, chiÕn ®éi cña ng­¬i kh«ng thÓ ®æi tªn
LOC_FIGHTTEAM_NAME_IS_INVALID	Thao t¸c thÊt b¹i, tªn chiÕn ®éi phi ph¸p
LOC_FIGHTTEAM_NAME_IS_EXIST	Thao t¸c thÊt b¹i, tªn chiÕn ®éi ®· tån t¹i
LOC_FIGHTTEAM_NAME_IS_NOT_EXIST	Thao t¸c thÊt b¹i, tªn chiÕn ®éi kh«ng tån t¹i
LOC_FIGHTTEAM_NAME_ILLEGAL_CHARACTERS	Thao t¸c thÊt b¹i, tªn chiÕn ®éi cã ký tù cÊm sö dông
LOC_FIGHTTEAM_NAME_TOO_SHORT	Thao t¸c thÊt b¹i, tªn chiÕn ®éi kh«ng ®­îc Ýt h¬n 2 ch÷
LOC_FIGHTTEAM_NOT_YOUR_MEMBER	Thao t¸c thÊt b¹i, % kh«ng ph¶i chiÕn ®éi cña ng­¬i
LOC_FIGHTTEAM_MULTIPLE_JOIN_REQUEST	Thao t¸c thÊt b¹i, ng­¬i ®· tõng xin vµo chiÕn ®éi nµy, h·y ®îi ®èi ph­¬ng xö lý
LOC_FIGHTTEAM_CONFIRM_QUIT_TEAM	Ng­¬i x¸c ®Þnh muèn rêi khái chiÕn ®éi kh«ng?
LOC_FIGHTTEAM_CONFIRM_DISBAND_TEAM	Ng­¬i x¸c ®Þnh muèn gi¶i t¸n chiÕn ®éi kh«ng?
LOC_FIGHTTEAM_CONFIRM_DISMISS_MEMBER	Ng­¬i x¸c ®Þnh muèn khai trõ %s ra khái chiÕn ®éi kh«ng?
LOC_FIGHTTEAM_CONFIRM_JOIN	Ng­¬i x¸c ®Þnh muèn mêi %s vµo chiÕn chiÕn ®éi kh«ng?
LOC_FIGHTTEAM_ENTER_NEW_TEAM_NAME	NhËp tªn ®éi míi vµo
LOC_TEAM_OPERATION_CHAGE_PK_INFO	Thµnh viªn trong tæ ®éi toµn bé thuéc mét bang héi míi cã thÓ ®æi thµnh chiÕn ®Êu bang héi ®­îc
LOC_EQUIP_SHOP_INPUT_NUM	NhËp vµo sè lÇn
LOC_QUEUING_ERROR_MSG_1	Kh«ng t×m thÊy môc chØ ®Þnh, kh«ng thÓ b¸o danh!
LOC_QUEUING_ERROR_MSG_2	Ng­êi ch¬i [%s] ®· b¸o danh råi [%s], kh«ng thÓ b¸o danh l¹i!
LOC_QUEUING_ERROR_MSG_3	Ng­¬i kh«ng ph¶i ®éi tr­ëng, kh«ng thÓ tiÕn hµnh b¸o danh!
LOC_QUEUING_ERROR_MSG_4	HiÖn t¹i kh«ng ph¶i thêi gian më, h·y [%s] råi h·y ®Õn ®©y [%s]!
LOC_QUEUING_ERROR_MSG_5	Nh©n sè kh«ng ®ñ, kh«ng thÓ më [%s]!
LOC_QUEUING_ERROR_MSG_6	Do b¶n ®å hiÖn t¹i kh«ng ph¶i b¶n ®å xÕp hµng, ng­¬i ®· rêi khái [%s] ®éi ngò xÕp hµng nµy!
LOC_QUEUING_ERROR_MSG_7	Sè ng­êi tham gia hoÆc sè l­îng ®éi ngò cña quý bang héi qu¸ nhiÒu, ng­êi bÞ tho¸t ra xÕp hµng
LOC_QUEUING_ERROR_MSG_8	Sè ng­êi hoÆc sè l­îng ®éi ngò bao danh v­ît qua %d, thao th¸c thÊt b¹i!
LOC_QUEUING_MSG_1	Thµnh c«ng gia nhËp tæ ®éi, [%s] vµo lóc %s sÏ më!
LOC_QUEUING_MSG_2	Ng­¬i ®· tho¸t ra [%s] xÕp hµng!
LOC_MSG_DEL_COPY_ITEM	Xin lçi quý kh¸ch, item trªn ng­êi cña quý kh¸ch th«ng qua ph­¬ng thøc phi ph¸p cã ®­îc, ®· bÞ chóng t«i xãa ®i. NÕu quý kh¸ch cã th¾c m¾c hay ph¶n håi g× xin liªn hÖ víi trung t©m kh¸ch hµng cña chóng t«i.
LOC_SORT_OUT_ITEM_CONFIRM	B¹n ®ång ý dïng chÕ ®é tù ®éng s¾p xÕp kh«ng?
LOC_SORT_OUT_ITEM_BEGIN	B¾t ®Çu, trong qu¸ tr×nh s¾p xÕp kh«ng ®­îc vµo thao t¸c
LOC_SORT_OUT_ITEM_END	S¾p xÕp kÕt thóc.
LOC_DAILY_REGISTRATION	B¹n ®· b¸o danh ngµy h«m nay.
LOC_STATE_CHESS_MSG1	%d vßng sau EXP + %d%%
LOC_STATE_CHESS_MSG2	%d vßng sau nhËn thªm:
LOC_VMONEY_COIN = _LOC_VMONEY_BEGIN	Vµng
LOC_VMONEY_YINQUAN	Ng©n phiÕu
LOC_VMONEY_JINQUAN	Kim phiÕu
LOC_EQUIP_RECYCLE_MSG	Trang bÞ nµy sÏ bÞ tiªu hñy, ®ång ý t¸ch [%s] kh«ng?
LOC_EQUIP_RECYCLE_MSG1	[%s] kh«ng thÓ bÞ t¸ch
LOC_EQUIP_RECYCLE_MSG2	T¸ch trang bÞ nhËn vËt phÈm cÇn %d « trèng, tói kh«ng ®ñ chç
LOC_EQUIP_RECYCLE_MSG3	Sè tiÒn cÇn tiªu hao kh«ng ®ñ, kh«ng thÕ t¸ch trang bÞ
LOC_EQUIP_RECYCLE_MSG4	Sè l­îng ®¹o cô [%s] cÇn tiªu hao kh«ng ®ñ %d c¸i, kh«ng thÕ t¸ch trang bÞ
LOC_EQUIP_RECYCLE_MSG5	Kh«ng thÓ tiªu hñy trang bÞ [%s] ®· bÞ t¸ch
LOC_EQUIP_RECYCLE_MSG6	[%s] ®· bÞ t¸ch
LOC_EQUIP_RECYCLE_MSG7	T¸ch cÇn tiªu hao ®¹o cô [%s]*%d
LOC_EQUIP_RECYCLE_MSG8	T¸ch trang bÞ nhËn ®­îc [%s]*%d
LOC_G_EQUIP_GEM_HOLE_IDX	Sè lç
LOC_G_EQUIP_GEM_HOLE	§ôc lç trang bÞ
LOC_G_EQUIP_GEM_INSERT	Kh¶m ®¸ quý
LOC_G_EQUIP_GEM_REMOVE	Th¸o ®¸ quý
LOC_G_EQUIP_GEM_HOLE_DESC	Trang bÞ ®ôc lç cã thÓ nhËn ®­îc 1 « kh¶m ®¸ quý
LOC_G_EQUIP_GEM_INSERT_DESC	Kh¶m ®¸ quý cã thÓ kh¶m trªn trang bÞ ®· ®ôc lç
LOC_G_EQUIP_GEM_REMOVE_DESC	Th¸o ®¸ quý cã thÓ rót ra ®¸ quý kh¶m trªn trang bÞ
LOC_G_EQUIP_GEM_SUCCESS	Cã thÓ b¾t ®Çu
LOC_G_EQUIP_GEM_HOLE_NOT_OPEN	Ch­a ®ôc lç
LOC_G_EQUIP_GEM_HOLE_NOT_INSERT	Ch­a kh¶m
LOC_G_EQUIP_GEM_HOLE_INSERT	§· kh¶m
LOC_G_EQUIP_GEM_HEAD	§Çu
LOC_G_EQUIP_GEM_CLOTH	¸o quÇn
LOC_G_EQUIP_GEM_RING	Giíi chØ
LOC_G_EQUIP_GEM_WEAPON	Vò khÝ
LOC_G_EQUIP_ANY_GEM	§¸ quý bÊt kú
LOC_G_EQUIP_GEM	B¶o Th¹ch
LOC_G_PLAYER_TRANS	ChuyÓn
LOC_G_INSERT_GEM_WILL_BIND	Kh¶m ®¸ quý xong trang bÞ sÏ bÞ khãa
LOC_G_GEM_WILL_REPLACED	SÏ thay ®æi thµnh
LOC_G_ARE_YOU_SURE	x¸c nhËn kh«ng?
LOC_ITEM_TIPS_1	B¸n tiÖm
LOC_ITEM_TIPS_2	Giao dÞch
LOC_ITEM_TIPS_3	Vøt bá
LOC_ITEM_TIPS_4	T¸ch
LOC_G_ROOM_OR_WEIGHT_LACK	Hµnh trang kh«ng ®ñ %d, hoÆc søc chøa kh«ng ®ñ %d
LOC_G_SOMETHING_LACK	Kh«ng ®ñ
LOC_G_CUSTOM_AWARD_GBL_MSG	Chóc mõng [%s] tõ trong [%s] nhËn ®­îc [%d %s]
LOC_PLAYER_DEATH_TIME	Thiªn Kiªu LÖnh phôc sinh
LOC_MERIDIAN_NODE_UPDATE_INFO	Tiªu hao %d ®iÓm ch©n khÝ gióp %s kÝch huyÖt vÞ, kÝch huyÖt thÊt b¹i sÏ kh«ng tr¶ l¹i vËt phÈm tiªu hao. §ång ý kh«ng?
LOC_MERIDIAN_NODE_UPDATE_FAIL	KÝch huyÖt vÞ thÊt b¹i
LOC_G_CUSTOM_AWARD_GET_FAIL	Tõ [%s] nhËn phÇn th­ëng [%d %s] thÊt b¹i
LOC_G_LACK_LINGLI	Linh lùc kh«ng ®ñ
LOC_G_GEM_STATUS	Tr¹ng th¸i
LOC_G_GEM_KEEP	L­u
LOC_G_GEM_REMOVE	T¸ch
LOC_G_GEM_CONSUME	tiªu hao 
LOC_G_GEM_SEL_REMOVE	Xin chän ®¸ quý cÇn th¸o ra
LOC_G_CANNOT_DO_WHEN_CHANGEING_MODEL	Tr¹ng th¸i biÕn th©n kh«ng thÓ thùc hiÖn thao t¸c nµy
LOC_G_FORBIT_CHANGE_MODEL	CÊm thay ®æi tr¹ng th¸i biÕn th©n
LOC_STR_ITEM_LOCK_PASS_SET_OK_PET	ThiÕt lËp mËt m· r­¬ng thµnh c«ng, cã thÓ b¾t ®Çu khãa b¹n ®ång hµnh
LOC_STR_ITEM_LOCK_PASS_ASK_OK_PET	Më khãa mËt m· r­¬ng thµnh c«ng, cã thÓ b¾t ®Çu khãa b¹n ®ång hµnh
LOC_STR_PET_NO_DEL_LOCK	B¹n ®ång hµnh ®· bÞ khãa, kh«ng thÓ gi¶i bá
LOC_STR_LOCK	Khãa
LOC_STR_UNLOCK	Më khãa
